sku,inventory_units_on_hand,projected_average_monthly_demand,months_of_inventory_coverage,on_hand_stock_value,annual_demand
88657.84393,3485,6512.00,0.54,25451.37,78144.00
13232.79607,86,162.80,0.53,3911.81,1953.60
14804.73021,26631,50403.60,0.53,206020.76,604843.20
34575.36534,256,484.00,0.53,2580.97,5808.00
38229.3787,6131,11512.80,0.53,47663.80,138153.60
39231.86401,63,118.40,0.53,4332.85,1420.80
42720.38638,245,459.20,0.53,6620.52,5510.40
43049.36974,775,1476.00,0.53,12418.64,17712.00
50753.1553,771,1460.80,0.53,8967.40,17529.60
55473.70414,387,723.60,0.53,3356.71,8683.20
58786.99747,40,74.80,0.53,1164.94,897.60
85710.85199,86,162.80,0.53,558.35,1953.60
96657.5001,4817,9012.00,0.53,29513.22,108144.00
50064.12161,129,248.40,0.52,2960.35,2980.80
54367.23601,17,32.40,0.52,384.93,388.80
58765.31507,233,448.80,0.52,1291.22,5385.60
63816.3017,734,1424.00,0.52,4455.73,17088.00
67748.83664,13,25.00,0.52,157.05,300.00
70313.2463,32245,61902.00,0.52,230548.22,742824.00
72649.08856,346,669.60,0.52,8457.71,8035.20
28952.46873,185,364.80,0.51,1166.06,4377.60
29891.19471,129,250.80,0.51,1223.50,3009.60
43989.70312,20537,40645.00,0.51,228825.15,487740.00
47789.22905,8,15.60,0.51,73.97,187.20
54077.96146,94,184.80,0.51,873.98,2217.60
54211.1528,693,1353.60,0.51,17667.12,16243.20
63320.62117,649,1275.00,0.51,19419.42,15300.00
766.3896251,430,851.20,0.51,4825.21,10214.40
23548.24418,2141,4256.00,0.50,36627.48,51072.00
27348.24635,8,16.00,0.50,4196.44,192.00
29387.11002,1742,3489.20,0.50,15905.04,41870.40
29598.79286,170,341.60,0.50,1684.93,4099.20
34364.44188,4,8.00,0.50,37.26,96.00
34901.62629,72,145.20,0.50,1387.02,1742.40
35069.67071,8,16.00,0.50,129.57,192.00
36000.41446,24,47.60,0.50,1564.83,571.20
37091.96654,11,22.00,0.50,102.02,264.00
48413.09986,4,8.00,0.50,54.52,96.00
52341.01919,228,453.60,0.50,1699.67,5443.20
56366.72822,3,6.00,0.50,296.97,72.00
58828.96152,971,1929.60,0.50,6648.90,23155.20
66097.56463,2,4.00,0.50,21.60,48.00
72476.04079,2384,4783.20,0.50,31282.81,57398.40
81765.22543,1180,2379.60,0.50,8262.20,28555.20
83385.07533,7092,14170.00,0.50,74072.66,170040.00
90973.58038,181,365.00,0.50,1375.98,4380.00
92841.77308,308,621.00,0.50,5521.90,7452.00
24878.72365,155,319.20,0.49,10144.65,3830.40
24970.73488,10,20.40,0.49,59.15,244.80
26356.05607,193,396.00,0.49,5190.89,4752.00
28729.89906,54,110.00,0.49,3891.50,1320.00
36559.455,22,45.00,0.49,206.24,540.00
39698.91211,16,32.40,0.49,2336.81,388.80
63597.9838,28,57.20,0.49,204.31,686.40
7176.598732,364,741.00,0.49,2645.69,8892.00
71879.19972,23,46.80,0.49,3059.94,561.60
73377.32315,10,20.40,0.49,78.79,244.80
85865.43543,97,198.00,0.49,8682.89,2376.00
13693.42423,720,1513.60,0.48,6088.88,18163.20
20398.71322,131,273.60,0.48,1425.99,3283.20
29443.44791,285,589.60,0.48,2791.85,7075.20
31835.0261,112,234.00,0.48,844.20,2808.00
37474.06144,57,117.60,0.48,306.30,1411.20
46611.83305,1729,3609.60,0.48,14068.15,43315.20
65502.95564,12,25.00,0.48,1104.98,300.00
77635.18409,2829,5947.20,0.48,25577.93,71366.40
82534.17776,24,50.40,0.48,287.94,604.80
92167.07479,538,1116.00,0.48,10258.85,13392.00
93398.35281,19,39.60,0.48,123.37,475.20
17406.29569,14511,31045.00,0.47,107509.62,372540.00
18043.66253,18811,39715.20,0.47,140529.15,476582.40
29029.65481,42,90.00,0.47,564.37,1080.00
31324.97779,102,219.00,0.47,1027.73,2628.00
32263.1607,25,52.80,0.47,1017.00,633.60
53420.79036,76,162.00,0.47,1428.75,1944.00
5368.448754,7,15.00,0.47,34.37,180.00
5404.511258,285,609.00,0.47,17564.54,7308.00
9503.436666,27,57.20,0.47,162.80,686.40
96233.84203,717,1530.00,0.47,6841.04,18360.00
97338.85973,17,36.40,0.47,85.78,436.80
1082.228679,28,61.20,0.46,4776.18,734.40
21691.1655,41024,88816.80,0.46,310793.66,1065801.60
34704.75954,200,436.80,0.46,1362.79,5241.60
36309.32121,1561,3379.20,0.46,13649.47,40550.40
38534.162,787,1710.00,0.46,5541.11,20520.00
46383.9519,206,445.00,0.46,29677.82,5340.00
50536.67543,389,849.00,0.46,4376.54,10188.00
54527.61791,41,88.20,0.46,308.38,1058.40
57758.83566,47,102.60,0.46,598.45,1231.20
58204.41592,171,369.60,0.46,1142.18,4435.20
63748.76854,8,17.40,0.46,273.50,208.80
70466.39833,803,1749.60,0.46,68393.33,20995.20
71502.14742,123,265.00,0.46,7473.51,3180.00
73327.4254,3343,7295.20,0.46,43192.00,87542.40
79937.84794,424,930.00,0.46,7879.77,11160.00
93718.02454,1747,3769.20,0.46,15531.62,45230.40
12445.2829,92,204.00,0.45,1062.87,2448.00
14965.64597,325,730.00,0.45,7765.53,8760.00
280.7880631,1107,2451.00,0.45,12543.43,29412.00
30107.5998,29,65.00,0.45,243.68,780.00
32623.09674,47,104.40,0.45,8835.13,1252.80
33690.34864,182,408.00,0.45,3236.48,4896.00
34612.87214,53,118.80,0.45,3033.37,1425.60
50164.97265,26,57.20,0.45,6979.84,686.40
59627.68804,22,49.20,0.45,2330.70,590.40
63570.17856,731,1619.20,0.45,8074.51,19430.40
70191.94028,655,1443.20,0.45,39154.35,17318.40
71032.68656,177,396.00,0.45,18976.11,4752.00
81436.64405,128,282.00,0.45,862.81,3384.00
92572.36416,158,352.80,0.45,1345.33,4233.60
97364.80366,879,1936.80,0.45,8934.49,23241.60
13599.73411,90,205.00,0.44,2387.05,2460.00
20515.10297,11,25.20,0.44,61.12,302.40
32381.69299,43,98.40,0.44,457.12,1180.80
36031.03594,495,1122.00,0.44,19967.49,13464.00
40124.79589,12,27.20,0.44,108.66,326.40
40165.04498,4,9.00,0.44,64.68,108.00
40406.70397,296,669.60,0.44,11817.38,8035.20
42242.48607,48,110.00,0.44,3355.17,1320.00
4336.412388,6,13.60,0.44,74.93,163.20
48169.95335,91,205.20,0.44,1316.10,2462.40
49937.31222,1630,3717.60,0.44,12530.52,44611.20
52376.6073,641,1443.20,0.44,29380.12,17318.40
57256.54102,51,116.80,0.44,910.64,1401.60
61431.51228,76673,173239.20,0.44,490624.03,2078870.40
7011.978794,122,279.00,0.44,1032.55,3348.00
70304.02287,65,147.60,0.44,808.46,1771.20
77443.78208,1360,3072.00,0.44,14037.47,36864.00
79164.04235,51,114.80,0.44,17301.24,1377.60
88394.37669,128,291.60,0.44,17545.67,3499.20
93158.66933,11,25.00,0.44,151.54,300.00
93505.32572,60,135.00,0.44,1117.30,1620.00
9715.729205,4,9.00,0.44,74.40,108.00
10654.13136,20,46.80,0.43,200.65,561.60
17700.07071,198,456.00,0.43,1255.78,5472.00
17735.99899,48,111.00,0.43,1585.58,1332.00
22927.3999,240,554.40,0.43,4120.41,6652.80
23915.89994,71,165.60,0.43,792.92,1987.20
27049.09815,150,352.80,0.43,1411.33,4233.60
37557.19109,370,862.40,0.43,7605.95,10348.80
41409.2889,10091,23339.20,0.43,75196.85,280070.40
48946.68639,17,39.60,0.43,1321.58,475.20
55973.83445,17,39.60,0.43,168.12,475.20
56096.26675,170,391.60,0.43,4290.73,4699.20
56345.05754,180,420.00,0.43,4969.31,5040.00
57292.27939,14867,34473.60,0.43,387081.09,413683.20
57414.41086,110,254.40,0.43,1115.26,3052.80
63798.28568,5759,13337.60,0.43,75606.22,160051.20
68540.27611,17,39.60,0.43,166.72,475.20
80434.7921,103,238.80,0.43,562.03,2865.60
81261.10865,86,198.00,0.43,725.60,2376.00
82555.758,62,145.20,0.43,429.81,1742.40
82599.30915,63,145.00,0.43,398.60,1740.00
84276.1629,249,583.20,0.43,18067.51,6998.40
89693.70052,37,87.00,0.43,7340.59,1044.00
98580.99493,7,16.20,0.43,72.84,194.40
1390.773049,16,37.80,0.42,147.32,453.60
14290.54489,16293,38400.00,0.42,97913.40,460800.00
21179.05749,275,650.00,0.42,8676.26,7800.00
30629.55147,6314,15011.20,0.42,97438.91,180134.40
34319.52555,25872,62205.00,0.42,191911.53,746460.00
34756.29703,9,21.60,0.42,64.35,259.20
39272.0371,140,331.20,0.42,1619.12,3974.40
39833.66569,313,750.00,0.42,3127.23,9000.00
4632.399445,9462,22386.00,0.42,53445.63,268632.00
46840.29979,5,12.00,0.42,152.03,144.00
49927.08482,63,148.80,0.42,1074.88,1785.60
49986.20614,80,190.80,0.42,820.63,2289.60
52738.31427,54,127.60,0.42,10422.70,1531.20
56308.83258,13983,33409.60,0.42,101589.20,400915.20
61146.71844,5,12.00,0.42,36.21,144.00
67013.58459,5,12.00,0.42,30.16,144.00
69248.1887,2398,5728.80,0.42,47340.24,68745.60
75376.46112,1001,2372.40,0.42,6421.26,28468.80
80283.87575,1978,4658.40,0.42,18475.15,55900.80
86459.93995,70,165.60,0.42,820.96,1987.20
8766.781667,70,165.60,0.42,784.24,1987.20
93898.13441,4993,11972.40,0.42,37261.02,143668.80
99367.07905,9,21.60,0.42,206.54,259.20
1194.662959,333,802.80,0.41,4540.21,9633.60
14082.8658,24,58.80,0.41,141.68,705.60
20968.31645,705,1740.00,0.41,11443.45,20880.00
27719.21863,31,74.80,0.41,1264.75,897.60
48763.90015,21,51.00,0.41,314.64,612.00
54531.10639,58,142.40,0.41,1765.84,1708.80
76115.21441,9,22.00,0.41,166.56,264.00
82315.40602,1903,4588.80,0.41,17484.47,55065.60
8392.581071,38,92.40,0.41,224.51,1108.80
84656.47876,116,286.00,0.41,1003.61,3432.00
9309.664142,716,1729.20,0.41,5777.78,20750.40
17357.58358,336,841.60,0.40,5440.84,10099.20
18011.47757,4537,11312.40,0.40,57288.34,135748.80
3526.790467,290,730.80,0.40,18585.29,8769.60
39377.98911,37,92.40,0.40,504.87,1108.80
58091.45501,24,59.40,0.40,147.50,712.80
58137.15511,948,2343.00,0.40,21980.24,28116.00
67144.68233,10,25.00,0.40,194.03,300.00
71185.22702,2213,5570.40,0.40,46570.63,66844.80
74486.50399,244,607.20,0.40,2512.91,7286.40
7833.644401,392,990.00,0.40,2687.23,11880.00
79482.93109,3916,9847.60,0.40,21842.35,118171.20
34784.80383,7,18.00,0.39,375.28,216.00
56373.14592,33,85.00,0.39,1383.18,1020.00
56443.5394,3546,9126.40,0.39,26586.93,109516.80
6348.947722,75,190.80,0.39,1139.62,2289.60
66245.92726,344,883.20,0.39,13286.32,10598.40
69483.66359,64,162.80,0.39,1412.60,1953.60
14429.98443,524,1372.80,0.38,3541.56,16473.60
16141.79206,3268,8558.00,0.38,23457.73,102696.00
19439.60814,952,2486.40,0.38,56004.29,29836.80
25890.6082,2231,5806.80,0.38,13447.73,69681.60
2838.435689,12,31.20,0.38,245.51,374.40
38342.23635,664,1736.40,0.38,3889.55,20836.80
42965.73643,73,193.20,0.38,816.69,2318.40
43704.71123,424,1120.80,0.38,4419.93,13449.60
48754.45583,3,8.00,0.38,1178.04,96.00
50930.93379,72,189.60,0.38,556.66,2275.20
6170.814283,78,204.00,0.38,1403.66,2448.00
64530.52671,3,8.00,0.38,62.38,96.00
67332.30068,1096,2875.60,0.38,99239.78,34507.20
68144.5966,1076,2826.00,0.38,10832.09,33912.00
91128.90038,62,165.00,0.38,366.77,1980.00
92696.22767,1254,3295.80,0.38,13972.58,39549.60
96799.14512,627,1654.40,0.38,17641.00,19852.80
98191.86268,6,15.60,0.38,33.07,187.20
13701.89066,1136,3051.40,0.37,5908.66,36616.80
1627.077928,4521,12164.40,0.37,35511.61,145972.80
20851.90804,43,114.80,0.37,437.35,1377.60
28535.78795,5432,14871.60,0.37,150567.98,178459.20
40066.64533,10,27.00,0.37,63.60,324.00
51747.62584,71,193.20,0.37,785.59,2318.40
55042.65347,72,193.20,0.37,797.79,2318.40
56397.93765,301,803.60,0.37,1606.77,9643.20
58114.46097,956,2572.80,0.37,7036.66,30873.60
60330.3787,91,244.80,0.37,1031.90,2937.60
68070.96884,50,135.00,0.37,1380.29,1620.00
72433.88595,4272,11659.20,0.37,40204.02,139910.40
77659.50168,67,182.40,0.37,429.12,2188.80
78535.81499,4,10.80,0.37,42.94,129.60
81501.09753,146,390.00,0.37,13690.56,4680.00
8357.205586,168,448.80,0.37,861.32,5385.60
92382.50898,174,474.00,0.37,1009.01,5688.00
96538.87718,132,354.00,0.37,2381.63,4248.00
1365.039104,2694,7538.40,0.36,31962.01,90460.80
38388.46865,66,185.00,0.36,359.92,2220.00
38413.66891,1246,3436.40,0.36,15445.83,41236.80
4569.760124,1595,4438.40,0.36,64463.69,53260.80
53336.45984,179,501.60,0.36,4980.26,6019.20
55020.73056,2334,6422.40,0.36,25696.87,77068.80
5869.593443,9,25.20,0.36,239.57,302.40
60018.75247,58,162.00,0.36,2522.48,1944.00
63575.69139,3199,8835.00,0.36,26026.61,106020.00
66104.14713,11,30.60,0.36,129.44,367.20
783.9037727,8,22.00,0.36,248.70,264.00
82265.2851,33,91.20,0.36,210.78,1094.40
84042.99035,205,568.40,0.36,1133.10,6820.80
95126.42502,27,75.00,0.36,17309.02,900.00
95637.65634,2923,8078.40,0.36,30433.06,96940.80
14177.70251,69,194.40,0.35,6508.78,2332.80
24480.71311,143,414.00,0.35,2280.99,4968.00
39789.33265,293,825.60,0.35,2813.91,9907.20
42528.76975,80,227.20,0.35,1189.46,2726.40
55168.57614,51,145.00,0.35,900.09,1740.00
59404.98731,22,63.00,0.35,191.81,756.00
65377.15408,846,2444.80,0.35,16197.46,29337.60
73576.4875,249,702.00,0.35,3514.28,8424.00
96539.69681,426,1215.00,0.35,5855.36,14580.00
96698.57672,79,228.00,0.35,1397.29,2736.00
13539.16641,105,306.00,0.34,9081.31,3672.00
13825.92566,11,32.40,0.34,222.32,388.80
20232.45783,15,44.40,0.34,125.71,532.80
22099.88081,14,40.80,0.34,131.49,489.60
30570.48898,880,2592.00,0.34,23774.03,31104.00
3093.613486,422,1238.40,0.34,2769.23,14860.80
35470.91724,15,44.40,0.34,181.14,532.80
37199.40082,352,1032.00,0.34,3658.66,12384.00
39413.5795,955,2846.80,0.34,5794.33,34161.60
4776.122885,61,180.40,0.34,1226.33,2164.80
48256.78768,22,65.00,0.34,138.15,780.00
49101.2945,27,79.20,0.34,349.27,950.40
51079.91694,81,238.00,0.34,991.06,2856.00
54473.7405,11,32.40,0.34,1121.69,388.80
55949.49666,29,85.00,0.34,1010.59,1020.00
6029.396022,5150,15120.00,0.34,42327.45,181440.00
63421.99319,1381,4105.00,0.34,17339.72,49260.00
65708.3253,1028,2992.00,0.34,18142.64,35904.00
81582.05838,13,37.80,0.34,369.21,453.60
86600.20453,1368,4038.00,0.34,17410.16,48456.00
97640.65862,36,105.60,0.34,207.77,1267.20
98453.01234,3203,9480.00,0.34,23182.42,113760.00
98972.77991,223,660.00,0.34,2772.58,7920.00
11634.3914,2,6.00,0.33,10.31,72.00
13316.33142,4,12.00,0.33,105.88,144.00
25223.15719,98,298.80,0.33,876.37,3585.60
26011.98886,3,9.00,0.33,60.10,108.00
38771.24903,5,15.00,0.33,2975.38,180.00
39287.16927,595,1822.80,0.33,6167.06,21873.60
39743.43884,8545,25974.00,0.33,66039.34,311688.00
48407.04413,10,30.00,0.33,54.60,360.00
56625.98059,495,1488.00,0.33,7893.83,17856.00
6377.506286,4,12.00,0.33,1040.55,144.00
69939.65533,52,157.80,0.33,562.91,1893.60
7328.011437,2,6.00,0.33,31.90,72.00
75128.79596,2286,6966.40,0.33,12787.98,83596.80
82289.6548,255,777.60,0.33,3536.25,9331.20
83000.8256,22,66.60,0.33,535.79,799.20
87706.61221,1982,6086.40,0.33,14235.73,73036.80
98395.41806,1418,4240.80,0.33,114227.80,50889.60
15390.4921,270,854.40,0.32,3192.27,10252.80
19029.92505,5,15.60,0.32,108.53,187.20
26362.66432,8,25.20,0.32,268.61,302.40
29759.84406,56,175.20,0.32,1063.90,2102.40
33392.71067,8,25.00,0.32,98.19,300.00
3551.005172,1012,3204.00,0.32,6585.50,38448.00
36370.45265,119,374.00,0.32,1234.54,4488.00
36945.24393,136,427.20,0.32,950.20,5126.40
49840.64111,7,22.00,0.32,272.36,264.00
69917.70123,8,25.20,0.32,555.13,302.40
70828.31315,11,34.80,0.32,96.62,417.60
78912.73121,5,15.60,0.32,437.37,187.20
80557.19668,15,46.40,0.32,202.78,556.80
90821.50073,70,219.00,0.32,447.37,2628.00
95729.65877,7,22.00,0.32,177.60,264.00
98629.22568,3853,11926.40,0.32,30471.41,143116.80
13835.64099,86,277.20,0.31,497.10,3326.40
21539.09202,804,2572.80,0.31,24582.04,30873.60
25214.94662,113,361.80,0.31,1004.18,4341.60
2809.055866,26,84.80,0.31,1107.33,1017.60
3513.799268,33,108.00,0.31,277.80,1296.00
45713.31833,12,39.00,0.31,130.91,468.00
46566.80195,29,92.40,0.31,588.79,1108.80
50165.03928,19,61.20,0.31,295.52,734.40
54977.50853,219,710.40,0.31,63691.01,8524.80
5565.194267,39,127.60,0.31,242.23,1531.20
60161.15634,867,2764.80,0.31,7147.80,33177.60
63390.61541,23,74.80,0.31,116.11,897.60
65229.23928,37,117.60,0.31,2531.93,1411.20
69878.49921,38,123.00,0.31,263.42,1476.00
7484.962409,208,679.20,0.31,12702.01,8150.40
87190.2062,730,2331.00,0.31,32884.62,27972.00
89604.23049,13,41.60,0.31,104.28,499.20
93594.20805,1339,4348.40,0.31,23537.85,52180.80
93732.1487,967,3115.20,0.31,15722.79,37382.40
93757.32748,2515,8073.60,0.31,35739.57,96883.20
99578.02335,10,32.40,0.31,1536.22,388.80
10239.02632,55,180.40,0.30,486.55,2164.80
1258.781429,218,716.40,0.30,1391.76,8596.80
16821.95714,15,49.20,0.30,173.91,590.40
23278.46785,3169,10476.40,0.30,35675.64,125716.80
3430.48939,841,2794.00,0.30,4302.97,33528.00
35730.5836,121,405.00,0.30,2284.08,4860.00
38956.79346,38,125.00,0.30,430.18,1500.00
41888.4039,209,692.00,0.30,2255.74,8304.00
42177.39672,824,2750.40,0.30,19900.82,33004.80
46978.24183,351,1180.80,0.30,30222.19,14169.60
54983.43548,18,59.20,0.30,187.81,710.40
55467.27121,15,49.20,0.30,175.57,590.40
70545.46037,86,286.00,0.30,1298.42,3432.00
72448.97528,426,1419.00,0.30,4642.34,17028.00
84079.24587,40,135.00,0.30,1591.90,1620.00
92564.37328,17,57.20,0.30,2428.35,686.40
94785.8318,112,374.00,0.30,587.59,4488.00
18382.47986,39924,138059.60,0.29,299388.12,1656715.20
23113.94007,482,1680.00,0.29,10344.05,20160.00
30898.51141,4,14.00,0.29,419.58,168.00
34117.21829,18,61.20,0.29,90.72,734.40
35251.07142,13,45.00,0.29,161.37,540.00
4614.838536,9,30.60,0.29,95.59,367.20
51201.69218,52,180.40,0.29,1235.47,2164.80
62503.38677,76,265.00,0.29,1722.39,3180.00
64737.50782,126,438.00,0.29,1079.22,5256.00
67214.50172,97,338.80,0.29,1362.46,4065.60
72167.89241,981,3385.20,0.29,19655.70,40622.40
73387.0324,88,306.00,0.29,996.76,3672.00
76253.80621,31,106.80,0.29,426.85,1281.60
78261.5522,6,20.40,0.29,73.00,244.80
89943.6597,6,20.40,0.29,70.32,244.80
97523.24943,694,2420.00,0.29,5661.37,29040.00
9755.440137,2038,6916.80,0.29,113320.11,83001.60
99787.72463,287,981.20,0.29,2651.19,11774.40
11965.10355,50,176.40,0.28,436.64,2116.80
14959.28489,3,10.80,0.28,94.85,129.60
18554.01969,6,21.60,0.28,46.69,259.20
18878.15735,90,325.00,0.28,1303.13,3900.00
26570.05479,14614,51936.00,0.28,110715.50,623232.00
26976.03739,7807,27764.00,0.28,107616.23,333168.00
3316.979588,18,65.00,0.28,3226.95,780.00
35267.43038,8,28.80,0.28,78.84,345.60
35915.04203,1496,5253.00,0.28,40706.03,63036.00
42665.16393,11,39.60,0.28,1634.05,475.20
46105.6719,129,453.60,0.28,1543.72,5443.20
49639.77433,7,25.00,0.28,1411.15,300.00
58600.29598,69,245.00,0.28,355.48,2940.00
58772.38551,5,18.00,0.28,69.20,216.00
59649.09941,74857,265986.00,0.28,544249.78,3191832.00
66171.33683,61,214.40,0.28,1397.61,2572.80
67635.93921,9,32.40,0.28,50.18,388.80
73985.47922,524,1887.60,0.28,3541.56,22651.20
76211.07499,371,1337.60,0.28,6010.28,16051.20
76540.99113,231,831.60,0.28,6833.06,9979.20
81043.20569,41,148.80,0.28,5451.47,1785.60
86427.24351,5,18.00,0.28,29.74,216.00
88147.35741,3,10.80,0.28,67.37,129.60
91086.65585,48,171.00,0.28,2851.31,2052.00
92397.65944,7,25.20,0.28,66.04,302.40
93388.69442,11,39.00,0.28,134.06,468.00
96146.75067,7,25.00,0.28,376.85,300.00
96256.89429,2307,8246.40,0.28,29591.74,98956.80
98206.36746,3,10.80,0.28,67.08,129.60
10448.96367,884,3280.00,0.27,6337.23,39360.00
27441.05294,69,255.00,0.27,1202.96,3060.00
27821.00845,163,610.00,0.27,5143.80,7320.00
44496.49661,260,950.00,0.27,4254.37,11400.00
46546.61843,6,22.00,0.27,59.18,264.00
49404.04188,5868,21485.20,0.27,130444.90,257822.40
51627.95997,1828,6792.80,0.27,13133.86,81513.60
54641.93821,6,22.00,0.27,864.60,264.00
69222.79091,890,3280.80,0.27,5243.60,39369.60
73806.41833,103,378.00,0.27,551.26,4536.00
7536.769747,565,2081.20,0.27,14888.62,24974.40
76699.4284,10,36.40,0.27,108.12,436.80
7908.806989,439,1614.00,0.27,7923.67,19368.00
81537.96901,50,182.00,0.27,404.30,2184.00
90388.28803,122,446.40,0.27,1063.51,5356.80
94992.44171,6,22.00,0.27,33.17,264.00
15597.37267,128,484.00,0.26,1691.10,5808.00
17244.61854,604,2314.40,0.26,4167.02,27772.80
18596.89763,3240,12427.20,0.26,30713.07,149126.40
19725.13695,292,1116.00,0.26,7665.79,13392.00
21705.9442,38,146.40,0.26,2788.60,1756.80
23498.26719,1123,4360.40,0.26,32665.19,52324.80
39095.80432,218,828.80,0.26,5583.20,9945.60
40785.58375,25,97.20,0.26,2246.65,1166.40
42076.92509,3399,13192.80,0.26,111239.64,158313.60
42911.57872,116,446.40,0.26,744.58,5356.80
46724.82287,18,70.00,0.26,99.24,840.00
56242.56638,2994,11704.00,0.26,21078.57,140448.00
59233.22299,20,75.60,0.26,144.98,907.20
62012.31696,842,3189.60,0.26,5865.22,38275.20
66633.48938,16,61.20,0.26,2288.61,734.40
75443.06423,287,1115.00,0.26,2651.20,13380.00
81938.12884,156,602.40,0.26,1457.65,7228.80
82028.90622,144,554.40,0.26,961.45,6652.80
89405.80703,35,133.20,0.26,428.24,1598.40
90981.63034,200,765.00,0.26,4015.47,9180.00
91923.4293,83,325.00,0.26,2241.75,3900.00
92222.6744,598,2286.00,0.26,6258.37,27432.00
9526.482248,296,1157.20,0.26,2252.41,13886.40
95354.15986,29,110.00,0.26,209.04,1320.00
97836.37886,54,205.00,0.26,427.59,2460.00
98043.10893,27,103.60,0.26,198.67,1243.20
99092.46226,86,325.00,0.26,1698.59,3900.00
10401.57273,1,4.00,0.25,35.34,48.00
13116.39256,63,248.40,0.25,1580.06,2980.80
14387.29467,10,40.80,0.25,88.20,489.60
14606.23724,263,1051.60,0.25,3354.98,12619.20
24479.56596,2,8.00,0.25,41.27,96.00
26425.65326,25,99.00,0.25,128.09,1188.00
26543.223,8,32.40,0.25,233.06,388.80
28449.61835,200,801.00,0.25,1007.97,9612.00
29076.92688,5857,22996.40,0.25,43245.84,275956.80
31914.83882,3,12.00,0.25,16.17,144.00
33661.78504,131,525.60,0.25,869.30,6307.20
40486.81469,516,2065.00,0.25,7800.29,24780.00
43580.49714,45,180.40,0.25,270.58,2164.80
43920.82602,8,32.40,0.25,199.16,388.80
44413.41443,4,16.00,0.25,19.31,192.00
472.5036415,10,40.80,0.25,67.05,489.60
53493.12248,222,874.80,0.25,2565.14,10497.60
54259.55534,58056,234180.00,0.25,392523.44,2810160.00
57014.25897,4,16.00,0.25,97.36,192.00
59279.79637,506,1993.60,0.25,3540.38,23923.20
63513.44727,3351,13283.20,0.25,27035.06,159398.40
67863.27004,1128,4476.00,0.25,6437.65,53712.00
76164.66068,2,8.00,0.25,54.68,96.00
77284.04906,3,12.00,0.25,30.67,144.00
8379.849283,52,204.00,0.25,1415.78,2448.00
84102.45845,10,39.60,0.25,260.57,475.20
92457.86557,2,8.00,0.25,104.99,96.00
93423.30877,222,873.60,0.25,1792.35,10483.20
94612.03893,2,8.00,0.25,45.34,96.00
95346.79829,564,2280.00,0.25,3360.48,27360.00
98390.26878,3,12.00,0.25,18.93,144.00
10198.98596,4103,17427.00,0.24,29473.20,209124.00
12338.91806,2135,8719.20,0.24,20838.59,104630.40
14950.11098,17399,73742.40,0.24,142536.03,884908.80
17330.33273,11,46.80,0.24,63.44,561.60
20237.86945,25,104.40,0.24,1470.33,1252.80
28.25267997,477,2028.40,0.24,3574.45,24340.80
30931.06155,85,356.40,0.24,6070.28,4276.80
32339.82367,6,25.00,0.24,107.29,300.00
40954.52543,166,702.00,0.24,2330.39,8424.00
41041.53084,712,2915.00,0.24,5556.83,34980.00
41610.36305,16,66.60,0.24,140.39,799.20
43977.12847,11,45.00,0.24,68.99,540.00
47576.20262,26,109.80,0.24,1108.65,1317.60
51368.02512,31,127.20,0.24,340.88,1526.40
55477.94926,14,58.80,0.24,108.49,705.60
66951.12366,42,176.00,0.24,311.36,2112.00
85728.69329,25,104.00,0.24,194.46,1248.00
87697.91586,926,3885.00,0.24,5203.16,46620.00
88924.53858,44,180.40,0.24,811.53,2164.80
90821.14854,1575,6541.60,0.24,11937.00,78499.20
99761.34426,179,747.60,0.24,900.96,8971.20
11568.84245,13,57.20,0.23,81.02,686.40
21094.16479,394,1700.00,0.23,3889.73,20400.00
24320.22778,5494,24071.60,0.23,40566.70,288859.20
28358.53042,14998,65805.00,0.23,107730.57,789660.00
28643.91352,5,22.00,0.23,27.94,264.00
29811.36582,114,486.00,0.23,4792.97,5832.00
34471.12391,17,75.00,0.23,184.54,900.00
34523.52836,2491,10695.00,0.23,35574.35,128340.00
3557.786413,596,2642.40,0.23,13541.00,31708.80
40053.72223,47,204.00,0.23,882.94,2448.00
43619.56221,276,1195.20,0.23,1669.47,14342.40
48698.09401,631,2770.00,0.23,14004.20,33240.00
52153.34181,14,60.00,0.23,407.98,720.00
52870.46568,5,22.00,0.23,86.78,264.00
53960.60565,1065,4710.00,0.23,7160.41,56520.00
54050.97542,117,501.60,0.23,1756.18,6019.20
58745.50168,21,92.40,0.23,564.30,1108.80
60158.7279,71,303.60,0.23,798.36,3643.20
62578.56097,27,117.60,0.23,167.43,1411.20
63214.18444,916,3902.40,0.23,5876.82,46828.80
65657.65403,1042,4483.60,0.23,5435.56,53803.20
69432.77751,12351,53954.40,0.23,89797.18,647452.80
7137.726453,1223,5302.00,0.23,6440.20,63624.00
15371.66377,6404,29206.40,0.22,33895.45,350476.80
15696.35309,4,18.00,0.22,35.26,216.00
19572.58943,73,339.20,0.22,1087.78,4070.40
21977.15266,10,45.00,0.22,52.10,540.00
26059.3633,17,78.40,0.22,129.25,940.80
3015.299583,100,448.80,0.22,587.55,5385.60
34071.13627,2,9.00,0.22,60.76,108.00
39092.32166,118,534.00,0.22,1512.65,6408.00
40235.04519,88,396.00,0.22,3935.79,4752.00
43781.96218,253,1135.80,0.22,1605.53,13629.60
56336.00866,2210,9965.00,0.22,14472.65,119580.00
56592.45296,107,484.00,0.22,1216.49,5808.00
