sku,inventory_units_on_hand,reorder_point,units_below_reorder_point,daily_demand,lead_time_days,safety_stock,on_hand_stock_value
2037.852636,24,99.80,75.80,13.64,6,17.96,1373.28
42600.17895,63,138.50,75.50,2.52,28,67.94,1589.42
91086.65585,48,123.44,75.44,5.70,16,32.24,2851.31
39363.46175,51,126.41,75.41,0.60,120,54.41,1531.68
38589.6678,130,204.75,74.75,0.90,120,96.75,16916.85
48757.60959,99,173.42,74.42,3.70,31,58.72,595.63
95967.6622,191,265.10,74.10,10.84,21,37.46,1347.14
21236.62438,85,159.03,74.03,2.04,46,65.19,502.19
89374.89194,38,111.81,73.81,7.19,11,32.76,270.00
58745.50168,21,94.65,73.65,3.08,28,8.41,564.30
93034.15064,32,104.90,72.90,6.60,11,32.30,2381.53
61494.19702,46,118.65,72.65,47.47,2,23.72,738.73
71657.17638,371,443.62,72.62,14.56,17,196.10,2227.19
89321.96051,42,114.49,72.49,2.49,28,44.67,8404.75
66171.33683,61,133.34,72.34,7.15,17,11.85,1397.61
87814.61072,149,221.32,72.32,7.79,21,57.80,1499.80
51684.3261,122,193.89,71.89,2.71,50,58.56,1042.63
58028.02417,48,119.36,71.36,0.60,130,41.36,3817.10
38956.79346,38,109.33,71.33,4.17,16,42.66,430.18
38944.51883,25,96.22,71.22,12.47,6,21.42,380.01
6348.947722,75,145.98,70.98,6.36,15,50.58,1139.62
16190.15576,9,79.57,70.57,4.83,15,7.07,339.69
41407.0252,80,150.41,70.41,4.24,23,52.89,1712.52
99255.09936,201,271.11,70.11,4.24,46,76.07,1163.27
4472.452456,94,163.62,69.62,3.45,29,63.47,17811.23
14177.70251,69,138.43,69.43,6.48,16,34.75,6508.78
57414.41086,110,178.68,68.68,8.48,16,43.00,1115.26
58786.99747,40,108.08,68.08,2.49,30,33.28,1164.94
5065.188283,47,114.98,67.98,2.83,21,55.48,473.68
30237.84445,84,151.82,67.82,2.67,33,63.82,2345.25
65224.58208,244,311.66,67.66,7.57,30,84.46,1245.95
65233.03504,204,271.53,67.53,4.56,33,121.05,62186.84
84079.24587,40,106.23,66.23,4.50,16,34.23,1591.90
65187.64152,42,108.08,66.08,2.49,30,33.28,1019.39
59233.22299,20,85.74,65.74,2.52,31,7.62,144.98
95930.30237,113,178.40,65.40,4.14,31,50.06,1084.58
68677.35508,22,86.91,64.91,1.32,45,27.51,1596.90
20509.28596,109,173.83,64.83,4.90,23,61.13,1261.18
51747.62584,71,135.69,64.69,6.44,16,32.65,785.59
2753.120319,42,106.59,64.59,2.17,30,41.59,1045.18
50412.93308,68,132.19,64.19,1.56,50,54.19,499.94
53420.79036,76,140.11,64.11,5.40,16,53.71,1428.75
77655.76465,14,77.97,63.97,4.44,16,6.93,287.70
55042.65347,72,135.69,63.69,6.44,16,32.65,797.79
5565.194267,39,102.48,63.48,4.25,16,34.42,242.23
59027.20799,12,75.33,63.33,1.91,36,6.69,296.37
59404.98731,22,85.28,63.28,2.10,37,7.58,191.81
19294.75574,10,73.17,63.17,4.17,16,6.50,123.20
60386.38837,25,88.15,63.15,6.51,11,16.57,2380.10
42965.73643,73,135.69,62.69,6.44,16,32.65,816.69
65825.06061,15,77.68,62.68,24.55,3,4.04,229.09
98215.01082,33,95.53,62.53,13.87,5,26.20,1110.26
43580.49714,45,106.86,61.86,6.01,11,40.71,270.58
44320.83531,32,93.36,61.36,1.50,41,31.86,186.46
83827.89094,233,294.27,61.27,10.40,21,75.87,2993.95
2809.055866,26,86.86,60.86,2.83,28,7.72,1107.33
71072.24732,79,138.86,59.86,1.70,40,70.86,1607.73
21040.67907,1970,2029.01,59.01,32.20,53,322.41,14684.31
63670.75083,38,96.84,58.84,14.64,5,23.64,239.94
91096.30959,180,238.68,58.68,10.83,16,65.45,15171.38
30107.5998,29,87.57,58.57,2.17,26,31.24,243.68
30822.31636,248,306.32,58.32,6.51,33,91.60,1708.35
14522.11341,13,71.15,58.15,2.49,26,6.32,97.67
72882.49255,555,612.82,57.82,18.48,16,317.14,5293.47
64875.31789,163,220.77,57.77,2.19,72,63.33,1338.95
12419.57396,93,150.54,57.54,5.52,21,34.62,755.27
63410.09885,29,86.32,57.32,6.10,11,19.22,3027.67
50420.98956,58,114.70,56.70,2.96,28,31.82,8086.61
64524.54055,27,83.59,56.59,9.52,8,7.43,159.37
45624.17289,56,112.41,56.41,2.52,27,44.37,534.33
88578.74314,145,201.02,56.02,29.44,5,53.82,855.55
56216.19554,61,116.47,55.47,3.28,28,24.63,1110.53
64582.05918,51,106.34,55.34,2.33,28,41.01,1397.23
83959.21238,40,94.98,54.98,1.30,47,33.88,1181.52
7436.807314,38,92.96,54.96,0.83,61,42.13,242.32
5762.614267,180,234.93,54.93,55.53,2,123.87,3444.26
11965.10355,50,104.49,54.49,5.88,11,39.81,436.64
76279.32956,36,90.47,54.47,1.08,60,25.67,279.83
52905.99673,148,202.42,54.42,4.11,35,58.69,1345.29
89951.51899,979,1032.33,53.33,10.83,68,296.12,7625.26
57475.61525,31,83.94,52.94,1.91,29,28.64,330.19
89693.70052,37,89.87,52.87,2.90,23,23.17,7340.59
75543.6224,69,121.77,52.77,2.96,28,38.89,7335.32
91788.78777,528,580.76,52.76,23.80,23,33.36,3738.07
90821.50073,70,122.39,52.39,7.30,11,42.09,447.37
77806.09006,203,255.14,52.14,1.33,133,77.81,1372.05
22414.89462,42,93.80,51.80,1.91,30,36.60,1159.56
3316.979588,18,69.57,51.57,2.17,23,19.74,3226.95
44081.15571,9,60.36,51.36,3.67,15,5.36,179.77
77659.50168,67,118.31,51.31,6.08,12,45.35,429.12
72626.31806,27,78.23,51.23,0.83,44,41.56,1562.06
93469.55851,86,137.17,51.17,0.90,100,47.17,825.27
50164.97265,26,77.07,51.07,1.91,26,27.49,6979.84
81043.20569,41,91.93,50.93,4.96,16,12.57,5451.47
6170.814283,78,128.13,50.13,6.80,11,53.33,1403.66
68070.96884,50,100.08,50.08,4.50,16,28.08,1380.29
96146.75067,7,56.70,49.70,0.83,62,5.04,376.85
66763.51187,28,77.54,49.54,1.32,41,23.42,152.70
34117.21829,18,67.17,49.17,2.04,30,5.97,90.72
39637.39026,24,73.11,49.11,10.71,5,19.57,782.74
80417.46676,21,69.80,48.80,4.24,15,6.20,253.16
46869.79545,30,78.60,48.60,1.32,37,29.76,402.96
39928.92215,66,114.14,48.14,3.47,30,10.14,469.54
95636.9494,133,180.60,47.60,23.05,5,65.33,824.42
19941.46742,65,112.57,47.57,16.56,5,29.77,552.90
35029.33365,89,136.48,47.48,5.30,16,51.68,1351.52
52169.04283,127,174.48,47.48,7.12,12,89.04,1532.72
8392.581071,38,85.02,47.02,3.08,16,35.74,224.51
33926.56945,22,68.86,46.86,7.50,6,23.86,261.68
97465.78026,37,83.86,46.86,6.16,11,16.10,457.38
86459.93995,70,116.31,46.31,5.52,16,27.99,820.96
8766.781667,70,116.31,46.31,5.52,16,27.99,784.24
93505.32572,60,106.23,46.23,4.50,16,34.23,1117.30
54476.39539,427,473.21,46.21,6.16,60,103.61,18744.55
9752.603397,82,128.12,46.12,1.30,51,61.82,176954.95
19580.97749,32,77.97,45.97,0.90,58,25.77,1791.98
26394.89998,99,144.59,45.59,4.88,20,46.99,587.43
23915.89994,71,116.31,45.31,5.52,16,27.99,792.92
99645.52245,34,79.28,45.28,1.50,30,34.28,922.76
41862.31552,92,137.25,45.25,5.36,21,24.69,1329.34
98053.03428,20,64.92,44.92,0.73,60,20.92,2812.09
54362.08273,247,291.79,44.79,6.60,28,106.99,30968.30
20167.09523,31,75.66,44.66,1.91,23,31.80,549.92
79164.04235,51,95.55,44.55,3.83,16,34.33,17301.24
93366.37569,85,129.22,44.22,2.64,31,47.38,2800.85
93217.39909,73,117.15,44.15,2.32,33,40.59,7635.42
32963.11452,10,54.09,44.09,3.08,16,4.81,78.04
36559.455,22,66.06,44.06,1.50,28,24.06,206.24
48497.52952,19,63.00,44.00,3.83,15,5.60,1038.71
76404.29028,91,134.96,43.96,4.24,23,37.44,961.50
10448.96367,884,927.85,43.85,109.33,6,271.85,6337.23
28305.80833,28,71.85,43.85,1.08,44,24.33,9740.26
81537.96901,50,93.57,43.57,6.07,11,26.84,404.30
50337.76968,10,53.44,43.44,24.35,2,4.75,113.14
20851.90804,43,86.23,43.23,3.83,16,25.00,437.35
54077.96146,94,137.00,43.00,6.16,16,38.44,873.98
78367.93562,80,122.92,42.92,2.33,29,55.26,18542.53
24295.59651,13,55.90,42.90,3.00,16,7.90,402.36
42508.60461,143,185.75,42.75,5.36,28,35.67,14234.42
63038.37697,30,72.62,42.62,8.36,5,30.82,346.65
95354.15986,29,71.62,42.62,3.67,12,27.62,209.04
1082.228679,28,70.37,42.37,2.04,23,23.45,4776.18
69829.51455,49,90.88,41.88,1.70,37,27.98,1106.90
56543.00904,75,116.77,41.77,2.32,32,42.53,6027.22
28089.68138,50,91.60,41.60,1.21,48,33.36,6515.18
49927.08482,63,104.51,41.51,4.96,16,25.15,1074.88
9503.436666,27,68.44,41.44,1.91,23,24.59,162.80
12591.10447,16,57.29,41.29,0.90,58,5.09,117.74
47004.24269,40,81.03,41.03,2.17,15,48.53,291.56
71873.54123,26,66.94,40.94,8.28,6,17.26,167.59
21705.9442,38,78.90,40.90,4.88,12,20.34,2788.60
52153.34181,14,54.88,40.88,2.00,25,4.88,407.98
29029.65481,42,82.52,40.52,3.00,16,34.52,564.37
5925.684757,44,84.40,40.40,0.72,76,29.68,1148.70
26840.76943,12,52.14,40.14,5.43,8,8.73,149.80
37920.10879,176,215.93,39.93,6.16,23,74.25,1271.72
21602.76529,162,201.89,39.89,3.45,35,81.02,881.86
20237.86945,25,64.87,39.87,3.48,11,26.59,1470.33
40989.98232,243,282.35,39.35,12.80,18,51.95,1218.22
24401.95087,16,55.28,39.28,20.24,2,14.80,201.62
92564.37328,17,55.80,38.80,1.91,20,17.66,2428.35
50727.27312,12,50.68,38.68,10.88,4,7.16,2541.26
49101.2945,27,65.58,38.58,2.64,21,10.14,349.27
14533.14101,29,67.17,38.17,1.02,60,5.97,391.87
57758.83566,47,84.95,37.95,3.42,21,13.13,598.45
54531.10639,58,95.93,37.93,4.75,15,24.73,1765.84
60451.34082,6,43.78,37.78,2.49,16,3.89,355.59
66345.50015,26,63.44,37.44,1.08,41,19.16,214.62
3513.799268,33,69.89,36.89,3.60,16,12.29,277.80
34784.80383,7,43.46,36.46,0.60,66,3.86,375.28
84351.60936,39,75.45,36.45,1.70,28,27.85,3475.66
89665.20677,34,70.36,36.36,0.90,45,29.86,1379.74
82482.98319,77,113.22,36.22,2.19,44,17.00,908.42
415.6140404,28,63.86,35.86,1.70,26,19.66,2896.30
18962.5671,126,161.62,35.62,20.16,5,60.82,1120.12
12328.15963,128,163.03,35.03,1.21,44,109.64,1289.43
46476.69875,15,49.53,34.53,0.83,39,17.03,355.20
36230.00449,87,121.23,34.23,5.20,16,38.03,441.34
36945.24393,136,170.15,34.15,14.24,8,56.23,950.20
16643.79319,13,47.02,34.02,2.04,21,4.18,76.66
81186.83623,265,298.91,33.91,6.48,23,149.87,2546.95
41967.30897,10,43.46,33.46,0.60,66,3.86,920.39
47546.81561,44,77.42,33.42,2.52,16,37.10,370.78
76274.03088,134,167.39,33.39,3.66,31,53.93,2678.78
1912.492979,15,48.37,33.37,4.17,8,15.03,145.25
42854.3262,32,65.05,33.05,0.53,81,21.85,381.02
64151.56084,18,51.04,33.04,7.19,5,15.11,114.98
9225.661922,84,116.94,32.94,2.90,21,56.04,483.99
33231.01826,29,61.91,32.91,4.92,8,22.55,293.37
79318.69045,1028,1060.91,32.91,9.71,72,362.03,12940.10
41680.07185,34,66.86,32.86,0.47,100,20.19,460.68
46060.91678,49,81.60,32.60,0.84,62,29.52,482.58
27249.77679,26,58.58,32.58,1.32,26,24.26,157.31
93229.43546,25,57.28,32.28,1.39,28,18.46,3097.86
43162.74144,86,118.17,32.17,3.68,23,33.53,1034.47
71879.19972,23,55.12,32.12,1.56,23,19.24,3059.94
95126.42502,27,58.77,31.77,2.50,16,18.77,17309.02
98378.27555,17,48.33,31.33,3.08,11,14.45,122.91
32226.87369,40,71.30,31.30,1.91,15,42.70,332.72
32279.6737,40,71.30,31.30,1.91,15,42.70,301.35
34485.09543,40,71.30,31.30,1.91,15,42.70,342.16
82235.37377,7,38.05,31.05,2.17,16,3.38,66.53
32381.69299,43,73.91,30.91,3.28,16,21.43,457.12
44289.2047,42,72.87,30.87,10.72,5,19.27,521.11
91258.55653,58,88.79,30.79,0.90,62,32.99,862.56
67735.18226,25,55.78,30.78,0.47,76,20.32,1738.63
19925.59227,100,130.76,30.76,5.52,21,14.84,1288.89
63597.9838,28,58.58,30.58,1.91,16,28.07,204.31
89405.80703,35,65.39,30.39,4.44,8,29.87,428.24
37474.06144,57,87.18,30.18,3.92,16,24.46,306.30
9502.657564,27,57.13,30.13,0.73,45,24.13,974.11
82832.52498,53,83.12,30.12,0.50,101,32.62,278.57
36471.18527,41,70.95,29.95,2.32,22,19.91,403.38
59794.46789,53,82.74,29.74,1.04,50,30.74,4901.58
84121.20154,39,68.43,29.43,0.69,76,15.74,1791.54
50685.29326,16,45.41,29.41,7.84,5,6.21,224.08
51310.78553,46,75.37,29.37,2.64,21,19.93,861.47
68435.63096,45,74.25,29.25,2.32,21,25.53,4829.92
57739.66091,35,64.19,29.19,1.30,30,25.19,7344.88
91056.89356,41,69.67,28.67,1.56,22,35.35,448.82
17330.33273,11,39.38,28.38,1.56,23,3.50,63.44
50165.03928,19,47.16,28.16,2.04,16,14.52,295.52
81114.43459,9,37.06,28.06,2.52,12,6.82,1083.73
36904.67378,26,53.77,27.77,5.88,6,18.49,133.50
49890.04676,230,257.52,27.52,1.76,100,81.52,6045.63
40510.0628,16,43.44,27.44,0.73,41,13.38,81.04
55973.83445,17,44.44,27.44,1.32,21,16.72,168.12
44624.30577,35,62.18,27.18,8.68,5,18.78,272.54
42197.0308,21,48.17,27.17,0.83,29,24.01,115.55
65229.23928,37,64.14,27.14,3.92,11,21.02,2531.93
93158.66933,11,38.11,27.11,0.83,31,12.28,151.54
64792.18691,51,78.06,27.06,1.70,28,30.46,1288.76
97640.65862,36,63.02,27.02,3.52,11,24.30,207.77
67144.68233,10,36.70,26.70,0.83,31,10.86,194.03
48256.78768,22,48.67,26.67,2.17,11,24.84,138.15
97384.75969,12,38.41,26.41,2.33,15,3.41,106.00
67748.83664,13,39.32,26.32,0.83,30,14.32,157.05
68881.04221,42,68.22,26.22,1.39,30,26.62,1176.24
87180.96882,42,68.22,26.22,1.39,30,26.62,1213.42
66633.48938,16,42.14,26.14,2.04,14,13.58,2288.61
54186.82985,1716,1742.13,26.13,58.88,23,387.89,68835.04
30492.923,23,49.04,26.04,6.07,6,12.64,219.35
77704.06654,31,56.95,25.95,0.73,31,34.22,603.65
99849.03071,55,80.68,25.68,2.10,23,32.38,1048.66
86262.20054,16,41.55,25.55,4.83,5,17.38,108.27
32256.65625,9,34.29,25.29,6.17,4,9.62,235.74
54473.7405,11,36.19,25.19,1.08,23,11.35,1121.69
2199.098984,14,38.87,24.87,5.43,5,11.74,111.91
22099.88081,14,38.81,24.81,1.36,26,3.45,131.49
65502.95564,12,36.73,24.73,0.83,30,11.73,1104.98
2018.018446,23,47.57,24.57,1.08,25,20.57,7308.26
99578.02335,10,34.53,24.53,1.08,23,9.69,1536.22
18407.77463,10,34.42,24.42,1.96,16,3.06,89.63
43977.12847,11,35.26,24.26,1.50,16,11.26,68.99
41308.8366,59,82.95,23.95,9.72,4,44.07,958.95
84010.94264,16,39.90,23.90,0.73,35,14.23,1138.57
57354.62085,522,545.75,23.75,14.56,29,123.51,7359.34
33525.41556,20,43.58,23.58,0.83,23,24.41,398.41
18008.97887,71,94.44,23.44,3.92,16,31.72,994.24
42665.16393,11,34.28,23.28,1.32,15,14.48,1634.05
31820.58673,34,57.08,23.08,1.08,30,24.68,1070.81
39698.91211,16,39.07,23.07,1.08,23,14.23,2336.81
82534.17776,24,46.89,22.89,1.68,21,11.61,287.94
14288.30803,17,39.81,22.81,4.95,6,10.13,303.89
87129.24137,14,36.70,22.70,0.60,44,10.30,185.43
7222.37229,10,32.47,22.47,2.83,8,9.81,80.53
95932.29197,5,27.44,22.44,4.17,6,2.44,31.03
97900.13584,7,29.43,22.43,9.30,3,1.53,64.22
19252.2782,21,43.34,22.34,4.92,5,18.74,2332.60
97104.28322,98,120.33,22.33,0.48,160,43.53,1624.72
7345.440177,23,45.29,22.29,4.84,5,21.09,802.37
77196.3111,36,58.27,22.27,0.90,36,25.87,563.76
98139.37454,3,25.11,22.11,1.91,12,2.23,168.84
97924.44464,378,399.84,21.84,5.52,66,35.52,3574.64
36000.41446,24,45.81,21.81,1.59,16,20.42,1564.83
36540.19919,13,34.67,21.67,4.84,5,10.47,68.22
73183.07634,15,36.49,21.49,0.60,43,10.69,186.82
1438.094411,5,26.34,21.34,1.50,16,2.34,25.93
48155.2649,5,26.34,21.34,1.50,16,2.34,56.82
84231.26987,16,37.34,21.34,4.92,5,12.74,401.15
16289.3966,44,65.29,21.29,1.70,21,29.59,281.98
23682.79807,54,75.14,21.14,2.32,21,26.42,322.37
95065.28913,8,28.97,20.97,5.88,4,5.45,224.96
10654.13136,20,40.93,20.93,1.56,16,15.97,200.65
54644.76441,22,42.89,20.89,1.30,22,14.29,264.65
79805.55301,17,37.31,20.31,3.00,8,13.31,174.65
69878.49921,38,58.19,20.19,4.10,8,25.39,263.42
94413.99111,4,24.15,20.15,0.73,30,2.15,81.05
48763.90015,21,41.12,20.12,1.70,16,13.92,314.64
63390.61541,23,43.04,20.04,2.49,8,23.10,116.11
45870.41515,49,69.00,20.00,0.72,60,25.80,465.57
57581.14754,83,102.99,19.99,4.08,23,9.15,500.63
39547.29566,16,35.80,19.80,0.60,42,10.60,94.67
43416.42237,12,31.24,19.24,0.50,41,10.74,1382.95
66054.84358,4,23.18,19.18,1.32,16,2.06,44.59
51368.02512,31,50.04,19.04,4.24,8,16.12,340.88
55647.4245,27,46.04,19.04,0.47,62,17.10,587.77
9615.943625,4,22.83,18.83,1.30,16,2.03,147.42
84273.51019,26,44.66,18.66,1.08,21,21.98,215.70
12080.64616,76,94.60,18.60,2.50,16,54.60,579.66
34368.34819,10,28.58,18.58,2.49,8,8.63,93.79
99727.35474,10,28.58,18.58,2.49,8,8.63,79.47
2080.125369,15,33.46,18.46,3.08,6,14.98,144.45
34854.65502,40,58.34,18.34,1.56,15,34.94,332.36
56656.19487,30,48.31,18.31,0.47,60,20.31,2744.28
72009.44844,4,22.22,18.22,6.17,3,3.72,47.85
21901.57739,11,28.97,17.97,3.30,8,2.57,61.07
61240.23018,40,57.95,17.95,2.32,17,18.51,942.22
7595.552357,8,25.72,17.72,7.44,3,3.40,306.50
6377.506286,4,21.51,17.51,0.40,49,1.91,1040.55
50997.24849,2,19.21,17.21,0.83,21,1.71,172.78
37091.96654,11,27.87,16.87,0.73,23,11.00,102.02
80866.55668,6,22.83,16.83,1.30,16,2.03,49.19
87767.50716,23,39.78,16.78,0.90,29,13.68,132.58
5477.944621,13,29.76,16.76,3.08,5,14.36,351.28
78230.81337,16,32.75,16.75,0.83,16,19.42,286.58
26415.88208,76,92.71,16.71,14.08,5,22.31,1039.01
76756.87989,4,20.61,16.61,2.17,8,3.27,115.31
52567.94807,50,66.52,16.52,0.96,27,40.60,16943.68
3131.117452,16,32.47,16.47,3.96,5,12.67,151.13
53890.45119,39,55.43,16.43,2.22,16,19.91,1039.35
27235.48519,5,21.40,16.40,1.30,15,1.90,88.82
21977.15266,10,26.05,16.05,1.50,11,9.55,52.10
60330.3787,91,107.05,16.05,8.16,8,41.77,1031.90
26425.65326,25,41.04,16.04,3.30,8,14.64,128.09
29259.21007,126,142.02,16.02,0.40,165,76.02,22174.06
28439.44014,3,18.96,15.96,1.08,16,1.68,58.47
25964.72027,16,31.92,15.92,0.73,21,16.52,116.88
29651.51183,5,20.86,15.86,1.08,16,3.58,265.54
76115.21441,9,24.79,15.79,0.73,21,9.39,166.56
36801.08852,27,42.67,15.67,0.72,40,13.87,290.41
39482.28093,20,35.66,15.66,0.60,30,17.66,408.62
26008.68048,4,19.64,15.64,8.95,2,1.74,24.58
18511.05158,36,51.61,15.61,1.36,25,17.61,259.77
19739.63902,3,18.51,15.51,0.73,23,1.64,64.12
22940.71126,38,53.48,15.48,0.50,62,22.48,979.41
14865.09325,201,216.38,15.38,5.34,23,93.56,1049.81
19197.77684,53,68.31,15.31,0.50,73,31.81,855.58
12391.62135,16,31.22,15.22,0.96,21,11.06,212.74
12609.24309,28,43.13,15.13,5.30,5,16.63,1034.12
87198.89708,14,29.13,15.13,0.72,28,8.97,998.19
84102.45845,10,25.05,15.05,1.32,11,10.53,260.57
36898.13304,69,84.00,15.00,3.68,16,25.12,47771.29
47774.47444,5,19.97,14.97,1.21,15,1.77,81.59
74026.59966,30,44.92,14.92,0.72,43,13.96,220.15
34296.63758,15,29.85,14.85,3.00,6,11.85,153.97
88599.52275,17,31.84,14.84,0.53,34,13.70,33956.07
11568.84245,13,27.80,14.80,1.91,8,12.55,81.02
86427.24351,5,19.76,14.76,0.60,30,1.76,29.74
87976.94761,19,33.59,14.59,0.60,28,16.79,7513.60
84047.34263,10,24.46,14.46,1.91,8,9.20,69.38
60644.09712,21,35.37,14.37,0.50,41,14.87,477.18
33392.71067,8,22.35,14.35,0.83,16,9.02,98.19
65577.39399,21,35.33,14.33,0.60,28,18.53,3237.35
54367.23601,17,31.21,14.21,1.08,15,15.01,384.93
38645.52128,14,28.20,14.20,0.50,37,9.70,5013.99
34471.12391,17,31.09,14.09,2.50,8,11.09,184.54
37521.04229,8,22.09,14.09,1.50,8,10.09,173.13
14719.85298,2,15.94,13.94,1.32,11,1.42,41.67
78437.89751,205,218.77,13.77,2.22,61,83.35,3409.98
40938.78716,34,47.76,13.76,1.04,27,19.68,4698.91
90478.79893,34,47.75,13.75,1.70,16,20.55,858.55
33661.78504,131,144.72,13.72,17.52,5,57.12,869.30
37528.55824,35,48.64,13.64,1.04,28,19.52,524.63
30058.3472,34,47.57,13.57,0.90,30,20.57,1070.81
1465.287773,30,43.53,13.53,0.40,70,15.53,275.48
18814.27596,7,20.50,13.50,2.04,8,4.18,51.46
20838.15682,23,36.47,13.47,0.90,23,15.77,328.76
72252.52323,42,55.43,13.43,2.46,16,16.07,582.31
25454.28311,14,27.41,13.41,3.83,5,8.28,128.37
43497.30661,19,32.39,13.39,4.56,5,9.59,224.70
12950.88246,34,47.19,13.19,0.53,41,25.32,239.14
57896.9913,159,172.18,13.18,9.44,11,68.34,911.68
31126.68106,42,55.06,13.06,2.61,16,13.25,535.59
86221.78178,15,27.99,12.99,5.10,5,2.49,90.13
46022.17049,20,32.93,12.93,1.00,30,2.93,229.83
9888.345393,20,32.90,12.90,4.20,5,11.90,170.02
89304.32349,4,16.86,12.86,0.96,16,1.50,44.04
95171.47714,32,44.86,12.86,0.90,28,19.66,1186.60
27828.58878,31,43.82,12.82,1.02,27,16.28,1506.53
95500.49016,52,64.81,12.81,1.96,16,33.45,312.44
64371.93369,4586,4598.73,12.73,82.16,51,408.57,26702.43
783.9037727,8,20.67,12.67,0.73,16,8.94,248.70
78037.70635,36,48.63,12.63,1.02,33,14.97,3354.34
89858.93272,41,53.54,12.54,2.19,16,18.55,1591.78
12629.01671,14,26.53,12.53,0.47,37,9.26,5006.38
66104.14713,11,23.51,12.51,1.02,21,2.09,129.44
58947.41564,16,28.37,12.37,0.60,28,11.57,1398.11
77724.02442,31,43.37,12.37,0.72,40,14.57,1109.01
44446.31555,16,28.29,12.29,0.53,30,12.29,319.08
18554.01969,6,18.17,12.17,0.72,23,1.61,46.69
38731.46507,3,15.15,12.15,0.60,23,1.35,34.19
27348.24635,8,20.10,12.10,0.53,27,5.70,4196.44
82028.90622,144,156.03,12.03,18.48,5,63.63,961.45
31340.14649,6,17.86,11.86,2.49,5,5.39,65.04
18282.02917,4,15.80,11.80,0.90,16,1.40,39.26
53822.56425,13,24.75,11.75,0.73,16,13.01,90.01
47556.58701,3,14.27,11.27,0.50,26,1.27,308.32
84472.29913,55,66.18,11.18,17.48,3,13.74,2452.08
17918.84121,2,13.17,11.17,0.40,30,1.17,1484.21
24189.22483,4,15.12,11.12,2.17,5,4.29,132.85
24990.97608,7,18.11,11.11,1.56,8,5.63,202.46
90957.94537,2,13.04,11.04,1.08,11,1.16,54.84
46724.82287,18,29.02,11.02,2.33,8,10.35,99.24
98043.10893,27,38.02,11.02,3.45,6,17.30,198.67
38857.4034,9,20.00,11.00,3.08,5,4.60,82.24
35470.91724,15,25.99,10.99,1.48,16,2.31,181.14
91032.29837,104,114.92,10.92,5.10,16,33.32,1394.88
56878.11327,8,18.86,10.86,6.81,2,5.23,319.51
25223.15719,98,108.82,10.82,9.96,8,29.14,876.37
33788.86995,30,40.82,10.82,0.47,50,17.49,154.39
49639.77433,7,17.64,10.64,0.83,8,10.97,1411.15
2838.435689,12,22.62,10.62,1.04,16,5.98,245.51
68540.27611,17,27.53,10.53,1.32,19,2.45,166.72
97447.0433,135,145.53,10.53,3.08,23,74.69,1084.42
86793.40418,5,15.52,10.52,2.17,5,4.69,56.65
43920.82602,8,18.47,10.47,1.08,11,6.59,199.16
5364.083202,34,44.40,10.40,0.84,30,19.20,917.19
49840.64111,7,17.32,10.32,0.73,13,7.79,272.36
57244.61443,3,13.32,10.32,0.47,26,1.18,566.32
54641.93821,6,16.30,10.30,0.73,15,5.30,864.60
139.8523217,41,51.26,10.26,1.04,26,24.22,4523.66
40066.64533,10,20.10,10.10,0.90,16,5.70,63.60
12533.72729,6,16.05,10.05,3.08,3,6.81,456.29
14394.16336,149,159.01,10.01,4.14,28,43.09,1031.80
36412.69172,16,25.93,9.93,0.90,17,10.63,119.45
45879.09284,5,14.86,9.86,3.09,4,2.49,43.03
86267.46835,10,19.86,9.86,1.56,8,7.38,71.46
69987.86978,11,20.84,9.84,0.50,26,7.84,542.79
15456.07562,30,39.83,9.83,0.30,90,12.83,15429.49
76253.80621,31,40.83,9.83,3.56,11,1.67,426.85
71993.10907,4,13.81,9.81,0.60,16,4.21,1154.87
38681.85219,19,28.80,9.80,0.50,30,13.80,528.81
61599.13697,7,16.80,9.80,1.08,11,4.92,45.40
13825.92566,11,20.79,9.79,1.08,11,8.91,222.32
56062.73383,10,19.73,9.73,0.50,26,6.73,62939.76
62578.56097,27,36.71,9.71,3.92,6,13.19,167.43
7788.562856,10,19.59,9.59,2.10,6,6.99,159.43
93549.10259,4,13.56,9.56,2.49,4,3.59,412.26
81640.24882,69,78.54,9.54,2.64,16,36.30,371.50
94298.91717,16,25.44,9.44,0.72,23,8.88,373.04
1390.773049,16,25.32,9.32,1.26,16,5.16,147.32
93388.69442,11,20.29,9.29,1.30,10,7.29,134.06
15232.50738,31,40.24,9.24,1.21,16,20.82,341.39
73436.20737,72,81.24,9.24,2.22,23,30.18,2507.60
87621.46342,14,23.22,9.22,5.52,3,6.66,149.59
76619.94459,3,12.18,9.18,1.39,8,1.08,84.45
32263.1607,25,34.17,9.17,1.76,13,11.29,1017.00
57501.49233,42,51.16,9.16,1.04,30,19.96,917.93
27165.81733,5,14.15,9.15,2.83,3,5.65,146.46
79018.36345,8,17.14,9.14,1.91,5,7.61,51.27
58470.64716,23,32.08,9.08,1.26,16,11.92,1195.02
52795.08937,12,21.01,9.01,0.40,31,8.61,1120.49
4511.179675,4,12.98,8.98,3.48,3,2.54,85.04
28155.9807,83,91.93,8.93,1.26,44,36.49,18227.80
46546.61843,6,14.91,8.91,0.73,12,6.11,59.18
30363.57703,1,9.88,8.88,1.50,6,0.88,21.75
4089.249082,2,10.76,8.76,0.47,21,0.96,56.95
