sku,inventory_units_on_hand,reorder_point,reorder_shortfall,supplier_on_time_delivery,demand_variability_cov,lead_time_days,safety_stock,on_hand_stock_value
73771.9607,261,405.51,144.51,0.8200,0.8600,23,129.51,2524.27
29598.79286,170,314.31,144.31,1.0000,1.2800,16,132.12,1684.93
70982.74714,132,275.26,143.26,0.7700,1.1600,8,108.65,1396.74
29811.36582,114,256.39,142.39,1.0000,0.8100,11,78.19,4792.97
28221.53884,179,321.33,142.33,0.7100,0.6200,22,78.45,2218.95
60158.7279,71,213.23,142.23,0.9000,0.6100,16,51.31,798.36
43781.96218,253,395.17,142.17,0.7700,0.5900,8,92.29,1605.53
32623.09674,47,188.58,141.58,1.0000,0.4700,44,35.46,8835.13
63307.53543,72,212.35,140.35,0.9100,0.5800,12,48.83,1135.83
91970.25303,42,180.65,138.65,0.9200,0.5500,2,39.55,2439.83
49717.44659,208,346.42,138.42,1.0000,1.3200,60,148.42,4519.37
4776.122885,61,199.22,138.22,0.8000,0.5400,26,42.88,1226.33
82832.34393,168,306.16,138.16,1.0000,0.9500,31,105.28,1544.00
53178.28644,185,322.75,137.75,1.0000,1.0300,45,117.55,1605.68
24760.86271,180,317.65,137.65,1.0000,1.0600,31,118.01,4750.32
15592.2983,483,620.63,137.63,0.8500,2.3600,28,360.23,9207.46
76461.28919,45,182.45,137.45,0.7000,0.6800,15,48.25,1350.99
56881.87625,56,193.16,137.16,0.8500,0.2500,16,17.16,469.76
82555.758,62,198.50,136.50,0.8500,0.6200,31,48.46,429.81
70545.46037,86,222.25,136.25,0.9600,0.8400,16,69.72,1298.42
82599.30915,63,197.19,134.19,1.0000,0.8400,28,61.86,398.60
54543.47579,177,309.04,132.04,0.8200,2.3300,16,178.37,1147.51
63005.95015,105,236.25,131.25,0.9800,0.3700,8,34.44,1503.67
13116.39256,63,193.84,130.84,0.8200,0.8500,16,61.36,1580.06
49472.71625,1073,1203.83,130.83,0.7700,2.1100,22,664.25,8939.96
91961.60577,180,310.76,130.76,0.7000,0.9800,23,109.28,1180.43
63934.82728,49,179.11,130.11,0.7700,0.2500,16,15.91,387.46
11944.61174,137,266.98,129.98,0.8500,0.8500,23,84.51,2986.36
31324.97779,102,231.78,129.78,0.7800,0.9300,21,78.48,1027.73
62848.09046,75,204.56,129.56,0.8700,0.9100,5,68.16,569.43
52738.31427,54,183.28,129.28,0.7500,0.7300,31,51.43,10422.70
71481.31066,175,303.77,128.77,0.8200,1.5900,23,145.07,1143.91
33552.6275,290,418.16,128.16,0.9900,0.2500,38,37.15,21243.11
96830.56156,2737,2865.05,128.05,0.7500,0.5400,123,616.61,71274.46
71418.1479,157,284.70,127.70,1.0000,0.4600,88,52.38,1194.80
18093.39803,145,272.63,127.63,1.0000,0.9300,23,92.31,1588.58
27362.13935,96,223.38,127.38,0.7000,0.6800,31,59.08,6495.48
8263.863572,85,209.05,124.05,1.0000,1.3800,38,92.01,8084.36
19299.52682,163,285.79,122.79,1.0000,0.7400,23,81.09,1240.94
26443.5343,184,306.74,122.74,0.8500,1.8900,23,160.46,2748.76
64862.27061,55,177.65,122.65,0.8200,0.5800,6,40.85,3373.53
67997.98926,12,134.63,122.63,1.0000,0.2500,2,11.96,1366.10
62403.27701,29,151.19,122.19,1.0000,0.2500,28,13.43,1159.47
59065.7381,124,245.84,121.84,1.0000,0.8400,38,77.12,999.60
27441.05294,69,190.70,121.70,0.9500,0.7500,16,54.70,1202.96
85710.85199,86,206.20,120.20,1.0000,1.1600,23,81.39,558.35
40406.70397,296,416.09,120.09,0.9500,1.2300,11,170.57,11817.38
97205.91371,125,244.99,119.99,1.0000,0.8000,25,73.99,781.73
13835.64099,86,205.50,119.50,0.9600,0.7300,16,57.66,497.10
34901.62629,72,191.19,119.19,1.0000,1.6900,20,94.39,1387.02
77808.02707,65,184.10,119.10,1.0000,0.6600,12,47.46,1514.64
24878.72365,155,273.99,118.99,1.0000,1.0900,16,103.75,10144.65
81261.10865,86,204.48,118.48,0.9000,0.8700,21,65.88,725.60
59338.99383,126,243.59,117.59,1.0000,2.0500,37,132.59,1135.55
12151.20378,11,128.04,117.04,1.0000,0.2500,28,11.38,1067.26
64747.20442,41,157.31,116.31,1.0000,0.8100,16,47.97,25017.47
46526.14142,112,227.43,115.43,1.0000,1.2300,22,93.23,1201.99
8396.036677,157,272.19,115.19,0.9400,1.1300,21,105.59,11798.67
28729.89906,54,169.08,115.08,0.8500,0.8900,31,55.42,3891.50
10239.02632,55,169.37,114.37,1.0000,0.7600,20,49.11,486.55
42242.48607,48,162.16,114.16,1.0000,0.7900,31,48.49,3355.17
70461.63002,50,163.79,113.79,1.0000,0.6100,16,39.41,327.99
12797.36362,623,736.65,113.65,0.7500,0.5500,29,161.29,4386.47
71293.47981,140,253.40,113.40,1.0000,0.9600,46,87.80,1262.86
74649.14349,208,321.02,113.02,1.0000,2.4800,33,190.34,21676.10
94485.72991,409,521.98,112.98,0.8200,0.4100,60,85.18,10549.07
38529.69786,113,225.72,112.72,1.0000,1.0000,44,80.52,5976.45
72292.61001,71,183.36,112.36,1.0000,0.9000,31,60.60,7988.93
13256.11931,167,278.61,111.61,1.0000,1.9000,16,146.13,2221.16
91426.67159,211,321.51,110.51,0.8200,1.3800,60,141.51,1353.37
56373.14592,33,142.36,109.36,0.8200,0.4600,41,26.19,1383.18
55583.32874,81,189.68,108.68,0.9800,0.4200,7,31.76,1183.13
10194.79322,34,141.73,107.73,0.8000,0.5000,21,28.33,1181.51
29759.84406,56,160.58,104.58,0.9500,0.5000,22,32.10,1063.90
14400.80689,57,160.84,103.84,0.7700,0.8200,11,49.52,458.56
38388.46865,66,169.62,103.62,1.0000,1.2700,16,70.95,359.92
39231.86401,63,166.34,103.34,0.8200,0.6800,31,43.99,4332.85
55949.49666,29,132.25,103.25,0.8300,0.7700,33,38.75,1010.59
32628.01978,60,163.19,103.19,0.8000,1.5700,45,77.39,1177.57
34612.87214,53,154.13,101.13,1.0000,0.7300,28,43.25,3033.37
91537.48339,205,305.88,100.88,1.0000,0.9400,155,104.38,1186.64
12445.2829,92,192.36,100.36,1.0000,0.7700,20,56.36,1062.87
16511.1707,100,199.79,99.79,1.0000,0.2500,123,17.75,2788.10
7989.807903,60,157.60,97.60,0.7000,0.8000,5,47.60,325.72
68368.04535,104,201.25,97.25,1.0000,1.0700,28,75.25,35839.18
38489.70519,115,211.56,96.56,1.0000,1.5800,28,100.68,2485.02
18455.61381,274,370.42,96.42,1.0000,1.2600,51,154.18,4507.32
58600.29598,69,165.38,96.38,1.0000,1.4700,11,75.55,355.48
98708.20039,86,181.74,95.74,0.9700,0.6500,5,46.24,514.85
49986.20614,80,175.26,95.26,0.8300,0.7100,20,48.06,820.63
34964.02796,76,170.49,94.49,0.8700,0.8000,70,51.49,4326.79
73163.29742,37,131.35,94.35,0.8200,0.2500,66,11.67,311.31
91128.90038,62,156.11,94.11,1.0000,1.3600,16,68.11,366.77
57080.21584,261,354.86,93.86,1.0000,1.6000,21,170.06,1366.26
37057.50135,49,142.80,93.80,1.0000,0.7600,13,41.40,15885.80
60104.7615,500,593.73,93.73,0.9600,0.9300,77,201.03,7937.86
23332.87361,129,222.67,93.67,1.0000,1.1200,20,85.87,1061.04
4773.702864,136,229.57,93.57,0.9600,0.5000,8,45.89,946.13
73806.41833,103,196.04,93.04,1.0000,0.7700,11,57.44,551.26
28756.86246,53,145.50,92.50,0.8300,0.6600,13,37.51,1064.05
96062.58778,92,184.34,92.34,1.0000,1.9500,16,97.94,1149.05
57529.21552,39,131.16,92.16,0.7300,0.4100,12,21.40,1199.53
64810.32298,46,136.80,90.80,0.8500,0.9500,36,47.04,3644.89
96538.87718,132,222.35,90.35,0.8500,1.2600,11,92.55,2381.63
67889.90501,60,149.86,89.86,1.0000,1.4000,100,66.53,371.45
55168.57614,51,140.52,89.52,0.9200,0.9600,19,48.69,900.09
39272.0371,140,229.39,89.39,0.9500,0.5800,16,52.75,1619.12
49341.73825,244,333.29,89.29,0.8200,0.2500,26,29.61,1254.75
70304.02287,65,153.85,88.85,1.0000,0.6800,23,40.69,808.46
58204.41592,171,259.59,88.59,1.0000,0.6100,16,62.47,1142.18
28119.91436,166,254.07,88.07,0.7700,0.9000,21,83.97,1169.93
88924.53858,44,131.39,87.39,1.0000,0.6900,16,35.18,811.53
30931.06155,85,172.09,87.09,0.9700,0.6100,11,41.41,6070.28
86716.7742,80,166.73,86.73,1.0000,1.0500,23,61.54,1041.73
12342.41834,121,207.65,86.65,0.8500,0.8100,44,63.33,2458.46
46566.80195,29,115.45,86.45,1.0000,0.5700,29,26.13,588.79
67602.561,56,142.18,86.18,1.0000,0.4500,11,25.58,772.72
31835.0261,112,197.81,85.81,0.9500,1.0500,16,73.01,844.20
99188.33387,66,151.73,85.73,1.0000,1.1600,41,59.89,1067.11
8351.712288,117,202.07,85.07,0.9500,0.5600,34,44.99,5791.70
5080.470179,86,170.55,84.55,1.0000,1.1400,75,66.55,12318.50
39885.56665,43,126.62,83.62,0.8000,0.4500,1,22.78,1485.68
78607.59891,45,127.68,82.68,0.8500,1.4500,28,57.86,1122.73
43598.46964,17,99.48,82.48,1.0000,0.5600,16,22.15,1545.23
83489.02749,202,283.87,81.87,1.0000,2.4100,60,166.27,1410.97
95156.36474,122,203.67,81.67,0.8200,1.8000,40,103.93,770.70
27719.21863,31,111.08,80.08,1.0000,0.9700,29,38.78,1264.75
77672.9379,86,166.01,80.01,0.9600,0.3200,28,20.41,1701.69
57225.68169,54,133.47,79.47,1.0000,1.4700,87,60.97,393.49
21835.37788,28,106.58,78.58,0.7700,1.0400,81,39.08,1276.58
69483.66359,64,142.39,78.39,1.0000,1.1400,16,55.56,1412.60
14103.03964,34,111.73,77.73,0.9400,1.1200,36,43.09,1293.30
39377.98911,37,114.73,77.73,1.0000,0.8000,26,34.65,504.87
68318.78866,29,106.53,77.53,1.0000,0.2500,16,9.46,259.25
35393.00406,232,308.93,76.93,0.7700,1.8000,31,157.65,1758.93
12128.43273,39,115.74,76.74,1.0000,0.7100,40,31.74,1040.64
17675.74024,41,117.51,76.51,0.8200,1.0200,50,42.51,267.34
17735.99899,48,124.51,76.51,0.8500,0.8500,23,39.41,1585.58
29408.85344,15,91.27,76.27,1.0000,0.2500,21,8.11,442.41
27385.06481,84,160.10,76.10,1.0000,0.7600,29,46.42,10244.13
2037.852636,24,99.80,75.80,0.9700,0.4500,6,17.96,1373.28
42600.17895,63,138.50,75.50,0.8500,1.6700,28,67.94,1589.42
91086.65585,48,123.44,75.44,1.0000,0.6700,16,32.24,2851.31
39363.46175,51,126.41,75.41,1.0000,1.3300,120,54.41,1531.68
38589.6678,130,204.75,74.75,1.0000,1.5600,120,96.75,16916.85
48757.60959,99,173.42,74.42,0.8000,0.9300,31,58.72,595.63
95967.6622,191,265.10,74.10,0.8600,0.3600,21,37.46,1347.14
21236.62438,85,159.03,74.03,0.9000,1.2300,46,65.19,502.19
89374.89194,38,111.81,73.81,1.0000,0.7700,11,32.76,270.00
58745.50168,21,94.65,73.65,0.9200,0.2500,28,8.41,564.30
93034.15064,32,104.90,72.90,0.9100,0.8200,11,32.30,2381.53
61494.19702,46,118.65,72.65,0.9300,0.5000,2,23.72,738.73
71657.17638,371,443.62,72.62,1.0000,1.3900,17,196.10,2227.19
89321.96051,42,114.49,72.49,1.0000,1.1400,28,44.67,8404.75
66171.33683,61,133.34,72.34,1.0000,0.2500,17,11.85,1397.61
87814.61072,149,221.32,72.32,0.9500,0.6700,21,57.80,1499.80
51684.3261,122,193.89,71.89,0.9200,0.8000,50,58.56,1042.63
58028.02417,48,119.36,71.36,1.0000,0.9600,130,41.36,3817.10
38956.79346,38,109.33,71.33,1.0000,1.1400,16,42.66,430.18
38944.51883,25,96.22,71.22,0.8600,0.5600,6,21.42,380.01
6348.947722,75,145.98,70.98,0.8200,0.9600,15,50.58,1139.62
16190.15576,9,79.57,70.57,1.0000,0.2500,15,7.07,339.69
41407.0252,80,150.41,70.41,0.8200,0.9800,23,52.89,1712.52
99255.09936,201,271.11,70.11,1.0000,0.7300,46,76.07,1163.27
4472.452456,94,163.62,69.62,0.9000,1.1300,29,63.47,17811.23
14177.70251,69,138.43,69.43,0.7500,0.6400,16,34.75,6508.78
57414.41086,110,178.68,68.68,1.0000,0.6100,16,43.00,1115.26
58786.99747,40,108.08,68.08,1.0000,0.8200,30,33.28,1164.94
5065.188283,47,114.98,67.98,0.9000,1.6200,21,55.48,473.68
30237.84445,84,151.82,67.82,0.8200,1.2800,33,63.82,2345.25
65224.58208,244,311.66,67.66,0.9000,0.7000,30,84.46,1245.95
65233.03504,204,271.53,67.53,0.9300,1.4100,33,121.05,62186.84
84079.24587,40,106.23,66.23,1.0000,0.8700,16,34.23,1591.90
65187.64152,42,108.08,66.08,0.7500,0.8200,30,33.28,1019.39
59233.22299,20,85.74,65.74,1.0000,0.2500,31,7.62,144.98
95930.30237,113,178.40,65.40,1.0000,0.7300,31,50.06,1084.58
68677.35508,22,86.91,64.91,1.0000,0.8500,45,27.51,1596.90
20509.28596,109,173.83,64.83,1.0000,0.9800,23,61.13,1261.18
51747.62584,71,135.69,64.69,0.9700,0.6100,16,32.65,785.59
2753.120319,42,106.59,64.59,0.8200,1.1400,30,41.59,1045.18
50412.93308,68,132.19,64.19,1.0000,1.2300,50,54.19,499.94
53420.79036,76,140.11,64.11,1.0000,1.1100,16,53.71,1428.75
77655.76465,14,77.97,63.97,1.0000,0.2500,16,6.93,287.70
55042.65347,72,135.69,63.69,0.8800,0.6100,16,32.65,797.79
5565.194267,39,102.48,63.48,1.0000,0.9200,16,34.42,242.23
59027.20799,12,75.33,63.33,0.8300,0.2500,36,6.69,296.37
59404.98731,22,85.28,63.28,1.0000,0.2500,37,7.58,191.81
19294.75574,10,73.17,63.17,0.9700,0.2500,16,6.50,123.20
60386.38837,25,88.15,63.15,1.0000,0.4700,11,16.57,2380.10
42965.73643,73,135.69,62.69,0.8100,0.6100,16,32.65,816.69
65825.06061,15,77.68,62.68,1.0000,0.1800,3,4.04,229.09
98215.01082,33,95.53,62.53,0.7000,0.7100,5,26.20,1110.26
43580.49714,45,106.86,61.86,0.8200,1.1000,11,40.71,270.58
44320.83531,32,93.36,61.36,1.0000,0.9400,41,31.86,186.46
83827.89094,233,294.27,61.27,1.0000,0.6600,21,75.87,2993.95
2809.055866,26,86.86,60.86,1.0000,0.2500,28,7.72,1107.33
71072.24732,79,138.86,59.86,1.0000,1.8000,40,70.86,1607.73
21040.67907,1970,2029.01,59.01,0.7700,0.4000,53,322.41,14684.31
63670.75083,38,96.84,58.84,0.8400,0.6200,5,23.64,239.94
91096.30959,180,238.68,58.68,1.0000,0.7100,16,65.45,15171.38
30107.5998,29,87.57,58.57,1.0000,1.0000,26,31.24,243.68
30822.31636,248,306.32,58.32,0.7500,0.7900,33,91.60,1708.35
14522.11341,13,71.15,58.15,1.0000,0.2500,26,6.32,97.67
72882.49255,555,612.82,57.82,0.9700,1.8500,16,317.14,5293.47
64875.31789,163,220.77,57.77,0.9600,0.7500,72,63.33,1338.95
12419.57396,93,150.54,57.54,1.0000,0.5800,21,34.62,755.27
63410.09885,29,86.32,57.32,1.0000,0.5600,11,19.22,3027.67
50420.98956,58,114.70,56.70,1.0000,0.7200,28,31.82,8086.61
64524.54055,27,83.59,56.59,0.9600,0.2500,8,7.43,159.37
45624.17289,56,112.41,56.41,0.8200,1.1600,27,44.37,534.33
88578.74314,145,201.02,56.02,1.0000,0.6900,5,53.82,855.55
56216.19554,61,116.47,55.47,1.0000,0.5300,28,24.63,1110.53
64582.05918,51,106.34,55.34,1.0000,1.1200,28,41.01,1397.23
83959.21238,40,94.98,54.98,0.8500,1.0000,47,33.88,1181.52
7436.807314,38,92.96,54.96,0.8800,1.4500,61,42.13,242.32
5762.614267,180,234.93,54.93,0.8800,1.9200,2,123.87,3444.26
11965.10355,50,104.49,54.49,1.0000,1.1000,11,39.81,436.64
76279.32956,36,90.47,54.47,1.0000,0.7400,60,25.67,279.83
52905.99673,148,202.42,54.42,1.0000,0.7600,35,58.69,1345.29
89951.51899,979,1032.33,53.33,0.7500,0.7500,68,296.12,7625.26
57475.61525,31,83.94,52.94,0.7500,0.9400,29,28.64,330.19
89693.70052,37,89.87,52.87,0.7000,0.6600,23,23.17,7340.59
75543.6224,69,121.77,52.77,1.0000,0.8600,28,38.89,7335.32
91788.78777,528,580.76,52.76,0.7000,0.1900,23,33.36,3738.07
90821.50073,70,122.39,52.39,0.8200,0.9500,11,42.09,447.37
77806.09006,203,255.14,52.14,0.8800,0.8100,133,77.81,1372.05
22414.89462,42,93.80,51.80,0.8200,1.1400,30,36.60,1159.56
3316.979588,18,69.57,51.57,0.8200,0.7400,23,19.74,3226.95
44081.15571,9,60.36,51.36,1.0000,0.2500,15,5.36,179.77
77659.50168,67,118.31,51.31,1.0000,1.1100,12,45.35,429.12
72626.31806,27,78.23,51.23,1.0000,1.9500,44,41.56,1562.06
93469.55851,86,137.17,51.17,1.0000,0.9500,100,47.17,825.27
50164.97265,26,77.07,51.07,1.0000,1.0000,26,27.49,6979.84
81043.20569,41,91.93,50.93,1.0000,0.3500,16,12.57,5451.47
6170.814283,78,128.13,50.13,0.8500,1.2600,11,53.33,1403.66
68070.96884,50,100.08,50.08,1.0000,0.7300,16,28.08,1380.29
96146.75067,7,56.70,49.70,0.8600,0.2500,62,5.04,376.85
66763.51187,28,77.54,49.54,1.0000,0.8000,41,23.42,152.70
34117.21829,18,67.17,49.17,1.0000,0.2500,30,5.97,90.72
39637.39026,24,73.11,49.11,1.0000,0.6900,5,19.57,782.74
80417.46676,21,69.80,48.80,0.9600,0.2500,15,6.20,253.16
46869.79545,30,78.60,48.60,0.8200,1.0900,37,29.76,402.96
39928.92215,66,114.14,48.14,0.8500,0.2500,30,10.14,469.54
95636.9494,133,180.60,47.60,0.9800,1.0200,5,65.33,824.42
19941.46742,65,112.57,47.57,0.8700,0.6800,5,29.77,552.90
52169.04283,127,174.48,47.48,0.8500,1.8000,12,89.04,1532.72
35029.33365,89,136.48,47.48,1.0000,1.0900,16,51.68,1351.52
8392.581071,38,85.02,47.02,0.7700,1.2800,16,35.74,224.51
33926.56945,22,68.86,46.86,0.8200,0.9600,6,23.86,261.68
97465.78026,37,83.86,46.86,0.9600,0.4800,11,16.10,457.38
86459.93995,70,116.31,46.31,1.0000,0.6100,16,27.99,820.96
8766.781667,70,116.31,46.31,1.0000,0.6100,16,27.99,784.24
93505.32572,60,106.23,46.23,1.0000,0.8700,16,34.23,1117.30
54476.39539,427,473.21,46.21,0.8200,0.5500,60,103.61,18744.55
9752.603397,82,128.12,46.12,1.0000,1.6200,51,61.82,176954.95
19580.97749,32,77.97,45.97,0.7000,0.9000,58,25.77,1791.98
26394.89998,99,144.59,45.59,1.0000,0.8800,20,46.99,587.43
23915.89994,71,116.31,45.31,0.9300,0.6100,16,27.99,792.92
99645.52245,34,79.28,45.28,0.8500,1.3400,30,34.28,922.76
41862.31552,92,137.25,45.25,0.9900,0.4500,21,24.69,1329.34
98053.03428,20,64.92,44.92,1.0000,0.8700,60,20.92,2812.09
54362.08273,247,291.79,44.79,1.0000,1.0400,28,106.99,30968.30
20167.09523,31,75.66,44.66,0.8100,1.2800,23,31.80,549.92
79164.04235,51,95.55,44.55,0.8500,1.0100,16,34.33,17301.24
93366.37569,85,129.22,44.22,0.8200,1.0400,31,47.38,2800.85
93217.39909,73,117.15,44.15,0.7700,0.9600,33,40.59,7635.42
32963.11452,10,54.09,44.09,1.0000,0.2500,16,4.81,78.04
36559.455,22,66.06,44.06,1.0000,1.0300,28,24.06,206.24
48497.52952,19,63.00,44.00,0.8000,0.2500,15,5.60,1038.71
76404.29028,91,134.96,43.96,0.9600,0.7200,23,37.44,961.50
10448.96367,884,927.85,43.85,0.8200,0.7700,6,271.85,6337.23
28305.80833,28,71.85,43.85,1.0000,0.9300,44,24.33,9740.26
81537.96901,50,93.57,43.57,0.7700,0.7500,11,26.84,404.30
50337.76968,10,53.44,43.44,0.8500,0.2500,2,4.75,113.14
20851.90804,43,86.23,43.23,1.0000,0.7600,16,25.00,437.35
54077.96146,94,137.00,43.00,1.0000,0.7300,16,38.44,873.98
78367.93562,80,122.92,42.92,1.0000,1.4300,29,55.26,18542.53
24295.59651,13,55.90,42.90,0.8900,0.3600,16,7.90,402.36
42508.60461,143,185.75,42.75,0.9300,0.4800,28,35.67,14234.42
63038.37697,30,72.62,42.62,1.0000,1.3000,5,30.82,346.65
95354.15986,29,71.62,42.62,1.0000,1.1200,12,27.62,209.04
1082.228679,28,70.37,42.37,0.8200,0.9100,23,23.45,4776.18
69829.51455,49,90.88,41.88,1.0000,0.8200,37,27.98,1106.90
56543.00904,75,116.77,41.77,0.8200,1.0300,32,42.53,6027.22
28089.68138,50,91.60,41.60,1.0000,1.0300,48,33.36,6515.18
49927.08482,63,104.51,41.51,1.0000,0.6100,16,25.15,1074.88
9503.436666,27,68.44,41.44,1.0000,1.0100,23,24.59,162.80
12591.10447,16,57.29,41.29,1.0000,0.2500,58,5.09,117.74
47004.24269,40,81.03,41.03,1.0000,2.5400,15,48.53,291.56
71873.54123,26,66.94,40.94,1.0000,0.6600,6,17.26,167.59
21705.9442,38,78.90,40.90,1.0000,0.6600,12,20.34,2788.60
52153.34181,14,54.88,40.88,1.0000,0.2500,25,4.88,407.98
29029.65481,42,82.52,40.52,0.8000,1.2700,16,34.52,564.37
5925.684757,44,84.40,40.40,0.8500,0.9800,76,29.68,1148.70
26840.76943,12,52.14,40.14,0.8200,0.4200,8,8.73,149.80
37920.10879,176,215.93,39.93,1.0000,0.9500,23,74.25,1271.72
21602.76529,162,201.89,39.89,1.0000,1.1900,35,81.02,881.86
20237.86945,25,64.87,39.87,1.0000,1.2300,11,26.59,1470.33
40989.98232,243,282.35,39.35,0.9500,0.4600,18,51.95,1218.22
24401.95087,16,55.28,39.28,1.0000,0.6900,2,14.80,201.62
92564.37328,17,55.80,38.80,0.8300,0.8500,20,17.66,2428.35
50727.27312,12,50.68,38.68,0.8700,0.3600,4,7.16,2541.26
49101.2945,27,65.58,38.58,0.8200,0.3900,21,10.14,349.27
14533.14101,29,67.17,38.17,0.8500,0.2500,60,5.97,391.87
57758.83566,47,84.95,37.95,0.8300,0.3900,21,13.13,598.45
54531.10639,58,95.93,37.93,1.0000,0.6600,15,24.73,1765.84
60451.34082,6,43.78,37.78,1.0000,0.2500,16,3.89,355.59
66345.50015,26,63.44,37.44,1.0000,0.8000,41,19.16,214.62
3513.799268,33,69.89,36.89,0.8200,0.4400,16,12.29,277.80
34784.80383,7,43.46,36.46,0.9000,0.2500,66,3.86,375.28
84351.60936,39,75.45,36.45,1.0000,1.0500,28,27.85,3475.66
89665.20677,34,70.36,36.36,1.0000,1.3000,45,29.86,1379.74
82482.98319,77,113.22,36.22,1.0000,0.3800,44,17.00,908.42
415.6140404,28,63.86,35.86,1.0000,0.8200,26,19.66,2896.30
18962.5671,126,161.62,35.62,1.0000,1.0800,5,60.82,1120.12
12328.15963,128,163.03,35.03,1.0000,3.4600,44,109.64,1289.43
46476.69875,15,49.53,34.53,1.0000,0.9500,39,17.03,355.20
36230.00449,87,121.23,34.23,0.7100,0.8400,16,38.03,441.34
36945.24393,136,170.15,34.15,0.9400,0.9000,8,56.23,950.20
16643.79319,13,47.02,34.02,0.8300,0.2500,21,4.18,76.66
81186.83623,265,298.91,33.91,0.8500,1.7400,23,149.87,2546.95
41967.30897,10,43.46,33.46,0.8200,0.2500,66,3.86,920.39
47546.81561,44,77.42,33.42,1.0000,1.6000,16,37.10,370.78
76274.03088,134,167.39,33.39,1.0000,0.8700,31,53.93,2678.78
1912.492979,15,48.37,33.37,0.7700,0.8300,8,15.03,145.25
42854.3262,32,65.05,33.05,0.7700,0.9200,81,21.85,381.02
64151.56084,18,51.04,33.04,1.0000,0.7800,5,15.11,114.98
9225.661922,84,116.94,32.94,0.8200,1.6000,21,56.04,483.99
33231.01826,29,61.91,32.91,0.8600,1.0300,8,22.55,293.37
79318.69045,1028,1060.91,32.91,1.0000,0.9400,72,362.03,12940.10
41680.07185,34,66.86,32.86,0.8800,0.8000,100,20.19,460.68
46060.91678,49,81.60,32.60,0.7700,1.0200,62,29.52,482.58
27249.77679,26,58.58,32.58,0.7600,1.2500,26,24.26,157.31
93229.43546,25,57.28,32.28,1.0000,0.8700,28,18.46,3097.86
43162.74144,86,118.17,32.17,0.7700,0.7400,23,33.53,1034.47
71879.19972,23,55.12,32.12,0.8500,0.9700,23,19.24,3059.94
95126.42502,27,58.77,31.77,0.8200,0.8600,16,18.77,17309.02
98378.27555,17,48.33,31.33,0.7700,0.7900,11,14.45,122.91
32226.87369,40,71.30,31.30,0.8800,2.5400,15,42.70,332.72
32279.6737,40,71.30,31.30,1.0000,2.5400,15,42.70,301.35
34485.09543,40,71.30,31.30,1.0000,2.5400,15,42.70,342.16
82235.37377,7,38.05,31.05,0.8200,0.2500,16,3.38,66.53
32381.69299,43,73.91,30.91,0.9300,0.7600,16,21.43,457.12
44289.2047,42,72.87,30.87,0.7200,0.6800,5,19.27,521.11
91258.55653,58,88.79,30.79,0.7700,1.0600,62,32.99,862.56
67735.18226,25,55.78,30.78,0.8500,1.0300,76,20.32,1738.63
19925.59227,100,130.76,30.76,1.0000,0.3000,21,14.84,1288.89
63597.9838,28,58.58,30.58,1.0000,1.6000,16,28.07,204.31
89405.80703,35,65.39,30.39,0.9000,1.4700,8,29.87,428.24
37474.06144,57,87.18,30.18,0.8200,0.7300,16,24.46,306.30
9502.657564,27,57.13,30.13,1.0000,1.2900,45,24.13,974.11
82832.52498,53,83.12,30.12,0.7700,1.1500,101,32.62,278.57
36471.18527,41,70.95,29.95,1.0000,0.7300,22,19.91,403.38
59794.46789,53,82.74,29.74,1.0000,1.0600,50,30.74,4901.58
84121.20154,39,68.43,29.43,0.8200,0.5800,76,15.74,1791.54
50685.29326,16,45.41,29.41,1.0000,0.3500,5,6.21,224.08
51310.78553,46,75.37,29.37,1.0000,0.6800,21,19.93,861.47
68435.63096,45,74.25,29.25,0.8500,0.9500,21,25.53,4829.92
57739.66091,35,64.19,29.19,1.0000,1.1500,30,25.19,7344.88
91056.89356,41,69.67,28.67,1.0000,1.7800,22,35.35,448.82
17330.33273,11,39.38,28.38,0.8500,0.2500,23,3.50,63.44
50165.03928,19,47.16,28.16,0.9000,0.8200,16,14.52,295.52
81114.43459,9,37.06,28.06,0.7000,0.4600,12,6.82,1083.73
36904.67378,26,53.77,27.77,1.0000,0.9500,6,18.49,133.50
49890.04676,230,257.52,27.52,0.8200,0.8500,100,81.52,6045.63
55973.83445,17,44.44,27.44,1.0000,1.0800,21,16.72,168.12
40510.0628,16,43.44,27.44,1.0000,0.8200,41,13.38,81.04
44624.30577,35,62.18,27.18,0.7000,0.8000,5,18.78,272.54
42197.0308,21,48.17,27.17,0.7500,1.7200,29,24.01,115.55
65229.23928,37,64.14,27.14,0.9500,0.8900,11,21.02,2531.93
93158.66933,11,38.11,27.11,1.0000,0.8700,31,12.28,151.54
64792.18691,51,78.06,27.06,0.8500,1.1400,28,30.46,1288.76
97640.65862,36,63.02,27.02,1.0000,1.1200,11,24.30,207.77
67144.68233,10,36.70,26.70,0.7700,0.7800,31,10.86,194.03
48256.78768,22,48.67,26.67,1.0000,1.8000,11,24.84,138.15
97384.75969,12,38.41,26.41,0.8200,0.2500,15,3.41,106.00
67748.83664,13,39.32,26.32,0.7100,1.0300,30,14.32,157.05
68881.04221,42,68.22,26.22,0.8200,1.1400,30,26.62,1176.24
87180.96882,42,68.22,26.22,0.8200,1.1400,30,26.62,1213.42
66633.48938,16,42.14,26.14,0.8000,0.8700,14,13.58,2288.61
