sku,inventory_units_on_hand,projected_average_monthly_demand,inventory_shortfall_units,standard_price,estimated_shortfall_inventory_value,total_shortfall_inventory_value,percentage_of_total_shortfall_exposure
7011.978794,122,279.00,157.00,8.00,1256.00,36857155.00,0.00
89374.89194,38,215.60,177.60,7.00,1243.20,36857155.00,0.00
69917.70123,8,25.20,17.20,72.00,1238.40,36857155.00,0.00
67616.65104,4,20.40,16.40,74.00,1213.60,36857155.00,0.00
97836.37886,54,205.00,151.00,8.00,1208.00,36857155.00,0.00
6795.122228,290,342.00,52.00,23.00,1196.00,36857155.00,0.00
2199.098984,14,162.80,148.80,8.00,1190.40,36857155.00,0.00
33231.01826,29,147.60,118.60,10.00,1186.00,36857155.00,0.00
57256.54102,51,116.80,65.80,18.00,1184.40,36857155.00,0.00
65502.95564,12,25.00,13.00,91.00,1183.00,36857155.00,0.00
89405.80703,35,133.20,98.20,12.00,1178.40,36857155.00,0.00
54440.0798,348,454.40,106.40,11.00,1170.40,36857155.00,0.00
31324.97779,102,219.00,117.00,10.00,1170.00,36857155.00,0.00
69939.65533,52,157.80,105.80,11.00,1163.80,36857155.00,0.00
21917.13829,2,21.60,19.60,59.00,1156.40,36857155.00,0.00
9615.943625,4,39.00,35.00,33.00,1155.00,36857155.00,0.00
76090.04432,6,88.20,82.20,14.00,1150.80,36857155.00,0.00
13835.64099,86,277.20,191.20,6.00,1147.20,36857155.00,0.00
86459.93995,70,165.60,95.60,12.00,1147.20,36857155.00,0.00
32263.1607,25,52.80,27.80,41.00,1139.80,36857155.00,0.00
11965.10355,50,176.40,126.40,9.00,1137.60,36857155.00,0.00
65498.0716,4,27.20,23.20,49.00,1136.80,36857155.00,0.00
10239.02632,55,180.40,125.40,9.00,1128.60,36857155.00,0.00
24990.97608,7,46.80,39.80,28.00,1114.40,36857155.00,0.00
68042.0436,137,238.00,101.00,11.00,1111.00,36857155.00,0.00
7728.237731,0,15.00,15.00,74.00,1110.00,36857155.00,0.00
49986.20614,80,190.80,110.80,10.00,1108.00,36857155.00,0.00
1912.492979,15,125.00,110.00,10.00,1100.00,36857155.00,0.00
1199.561603,257,356.80,99.80,11.00,1097.80,36857155.00,0.00
29891.19471,129,250.80,121.80,9.00,1096.20,36857155.00,0.00
59027.20799,12,57.20,45.20,24.00,1084.80,36857155.00,0.00
4179.736314,546,597.60,51.60,21.00,1083.60,36857155.00,0.00
76619.94459,3,41.60,38.60,28.00,1080.80,36857155.00,0.00
84351.60936,39,51.00,12.00,90.00,1080.00,36857155.00,0.00
28952.46873,185,364.80,179.80,6.00,1078.80,36857155.00,0.00
81436.64405,128,282.00,154.00,7.00,1078.00,36857155.00,0.00
34243.07841,13,20.80,7.80,138.00,1076.40,36857155.00,0.00
83000.8256,22,66.60,44.60,24.00,1070.40,36857155.00,0.00
70246.00321,357,453.60,96.60,11.00,1062.60,36857155.00,0.00
76253.80621,31,106.80,75.80,14.00,1061.20,36857155.00,0.00
8351.712288,117,138.60,21.60,49.00,1058.40,36857155.00,0.00
13256.11931,167,248.40,81.40,13.00,1058.20,36857155.00,0.00
51368.02512,31,127.20,96.20,11.00,1058.20,36857155.00,0.00
81537.96901,50,182.00,132.00,8.00,1056.00,36857155.00,0.00
8766.781667,70,165.60,95.60,11.00,1051.60,36857155.00,0.00
35029.33365,89,159.00,70.00,15.00,1050.00,36857155.00,0.00
23915.89994,71,165.60,94.60,11.00,1040.60,36857155.00,0.00
52169.04283,127,213.60,86.60,12.00,1039.20,36857155.00,0.00
83827.89094,233,312.00,79.00,13.00,1027.00,36857155.00,0.00
45174.96376,242,306.00,64.00,16.00,1024.00,36857155.00,0.00
81592.47126,161,274.20,113.20,9.00,1018.80,36857155.00,0.00
58786.99747,40,74.80,34.80,29.00,1009.20,36857155.00,0.00
79775.55118,436,602.40,166.40,6.00,998.40,36857155.00,0.00
18093.39803,145,235.20,90.20,11.00,992.20,36857155.00,0.00
41407.0252,80,127.20,47.20,21.00,991.20,36857155.00,0.00
70304.02287,65,147.60,82.60,12.00,991.20,36857155.00,0.00
73771.9607,261,360.00,99.00,10.00,990.00,36857155.00,0.00
18262.6529,4,51.00,47.00,21.00,987.00,36857155.00,0.00
58870.79322,805,946.00,141.00,7.00,987.00,36857155.00,0.00
31835.0261,112,234.00,122.00,8.00,976.00,36857155.00,0.00
78912.73121,5,15.60,10.60,92.00,975.20,36857155.00,0.00
48521.12752,1,6.00,5.00,194.00,970.00,36857155.00,0.00
41862.31552,92,160.80,68.80,14.00,963.20,36857155.00,0.00
89858.93272,41,65.60,24.60,39.00,959.40,36857155.00,0.00
38956.79346,38,125.00,87.00,11.00,957.00,36857155.00,0.00
9888.345393,20,126.00,106.00,9.00,954.00,36857155.00,0.00
30898.51141,4,14.00,10.00,95.00,950.00,36857155.00,0.00
38093.32095,624,813.00,189.00,5.00,945.00,36857155.00,0.00
50930.93379,72,189.60,117.60,8.00,940.80,36857155.00,0.00
95967.6622,191,325.20,134.20,7.00,939.40,36857155.00,0.00
66951.12366,42,176.00,134.00,7.00,938.00,36857155.00,0.00
96146.75067,7,25.00,18.00,52.00,936.00,36857155.00,0.00
3131.117452,16,118.80,102.80,9.00,925.20,36857155.00,0.00
96062.58778,92,162.00,70.00,13.00,910.00,36857155.00,0.00
25454.28311,14,114.80,100.80,9.00,907.20,36857155.00,0.00
86262.20054,16,145.00,129.00,7.00,903.00,36857155.00,0.00
81261.10865,86,198.00,112.00,8.00,896.00,36857155.00,0.00
90821.50073,70,219.00,149.00,6.00,894.00,36857155.00,0.00
56037.89845,713,861.00,148.00,6.00,888.00,36857155.00,0.00
78354.19965,1,25.00,24.00,37.00,888.00,36857155.00,0.00
8954.076984,510,621.00,111.00,8.00,888.00,36857155.00,0.00
14103.03964,34,57.20,23.20,38.00,881.60,36857155.00,0.00
58600.29598,69,245.00,176.00,5.00,880.00,36857155.00,0.00
70857.37247,10,46.40,36.40,24.00,873.60,36857155.00,0.00
62746.01188,4,65.00,61.00,14.00,854.00,36857155.00,0.00
19925.59227,100,165.60,65.60,13.00,852.80,36857155.00,0.00
57739.66091,35,39.00,4.00,213.00,852.00,36857155.00,0.00
87814.61072,149,233.60,84.60,10.00,846.00,36857155.00,0.00
95932.29197,5,125.00,120.00,7.00,840.00,36857155.00,0.00
19299.52682,163,267.00,104.00,8.00,832.00,36857155.00,0.00
36628.5949,141,244.80,103.80,8.00,830.40,36857155.00,0.00
86221.78178,15,153.00,138.00,6.00,828.00,36857155.00,0.00
34296.63758,15,90.00,75.00,11.00,825.00,36857155.00,0.00
65187.64152,42,74.80,32.80,25.00,820.00,36857155.00,0.00
54077.96146,94,184.80,90.80,9.00,817.20,36857155.00,0.00
43580.49714,45,180.40,135.40,6.00,812.40,36857155.00,0.00
10159.67823,1,18.00,17.00,47.00,799.00,36857155.00,0.00
7788.562856,10,63.00,53.00,15.00,795.00,36857155.00,0.00
45879.09284,5,92.80,87.80,9.00,790.20,36857155.00,0.00
33552.6275,290,300.80,10.80,73.00,788.40,36857155.00,0.00
58470.64716,23,37.80,14.80,53.00,784.40,36857155.00,0.00
46597.28823,226,356.40,130.40,6.00,782.40,36857155.00,0.00
46526.14142,112,183.00,71.00,11.00,781.00,36857155.00,0.00
41967.30897,10,18.00,8.00,97.00,776.00,36857155.00,0.00
39377.98911,37,92.40,55.40,14.00,775.60,36857155.00,0.00
43081.60824,133,243.60,110.60,7.00,774.20,36857155.00,0.00
2080.125369,15,92.40,77.40,10.00,774.00,36857155.00,0.00
84102.45845,10,39.60,29.60,26.00,769.60,36857155.00,0.00
90839.04435,977,1104.00,127.00,6.00,762.00,36857155.00,0.00
57416.49581,128,204.00,76.00,10.00,760.00,36857155.00,0.00
36904.67378,26,176.40,150.40,5.00,752.00,36857155.00,0.00
38857.4034,9,92.40,83.40,9.00,750.60,36857155.00,0.00
53890.45119,39,66.60,27.60,27.00,745.20,36857155.00,0.00
57896.9913,159,283.20,124.20,6.00,745.20,36857155.00,0.00
78607.59891,45,74.80,29.80,25.00,745.00,36857155.00,0.00
86716.7742,80,137.20,57.20,13.00,743.60,36857155.00,0.00
37521.04229,8,45.00,37.00,20.00,740.00,36857155.00,0.00
38520.56874,2,18.00,16.00,46.00,736.00,36857155.00,0.00
79805.55301,17,90.00,73.00,10.00,730.00,36857155.00,0.00
55482.66358,2,15.00,13.00,56.00,728.00,36857155.00,0.00
57758.83566,47,102.60,55.60,13.00,722.80,36857155.00,0.00
86793.40418,5,65.00,60.00,12.00,720.00,36857155.00,0.00
20851.90804,43,114.80,71.80,10.00,718.00,36857155.00,0.00
45494.15842,973,1075.20,102.20,7.00,715.40,36857155.00,0.00
12676.44662,183,204.40,21.40,33.00,706.20,36857155.00,0.00
40989.98232,243,384.00,141.00,5.00,705.00,36857155.00,0.00
30363.57703,1,45.00,44.00,16.00,704.00,36857155.00,0.00
8263.863572,85,92.40,7.40,95.00,703.00,36857155.00,0.00
90957.94537,2,32.40,30.40,23.00,699.20,36857155.00,0.00
81582.05838,13,37.80,24.80,28.00,694.40,36857155.00,0.00
77659.50168,67,182.40,115.40,6.00,692.40,36857155.00,0.00
14561.62588,2,25.00,23.00,30.00,690.00,36857155.00,0.00
31340.14649,6,74.80,68.80,10.00,688.00,36857155.00,0.00
464.3319328,1,15.60,14.60,47.00,686.20,36857155.00,0.00
26543.223,8,32.40,24.40,28.00,683.20,36857155.00,0.00
61240.23018,40,69.60,29.60,23.00,680.80,36857155.00,0.00
27235.48519,5,39.00,34.00,20.00,680.00,36857155.00,0.00
80434.7921,103,238.80,135.80,5.00,679.00,36857155.00,0.00
49101.2945,27,79.20,52.20,13.00,678.60,36857155.00,0.00
72831.12371,32,145.00,113.00,6.00,678.00,36857155.00,0.00
14719.85298,2,39.60,37.60,18.00,676.80,36857155.00,0.00
50165.03928,19,61.20,42.20,16.00,675.20,36857155.00,0.00
56216.19554,61,98.40,37.40,18.00,673.20,36857155.00,0.00
29029.65481,42,90.00,48.00,14.00,672.00,36857155.00,0.00
24821.80158,51,74.80,23.80,28.00,666.40,36857155.00,0.00
36540.19919,13,145.20,132.20,5.00,661.00,36857155.00,0.00
32963.11452,10,92.40,82.40,8.00,659.20,36857155.00,0.00
18008.97887,71,117.60,46.60,14.00,652.40,36857155.00,0.00
15171.17002,0,12.00,12.00,54.00,648.00,36857155.00,0.00
34368.34819,10,74.80,64.80,10.00,648.00,36857155.00,0.00
68319.07542,538,645.00,107.00,6.00,642.00,36857155.00,0.00
34471.12391,17,75.00,58.00,11.00,638.00,36857155.00,0.00
91032.29837,104,153.00,49.00,13.00,637.00,36857155.00,0.00
85728.69329,25,104.00,79.00,8.00,632.00,36857155.00,0.00
51310.78553,46,79.20,33.20,19.00,630.80,36857155.00,0.00
12128.43273,39,63.00,24.00,26.00,624.00,36857155.00,0.00
23375.12566,2,15.00,13.00,48.00,624.00,36857155.00,0.00
82506.3155,215,262.80,47.80,13.00,621.40,36857155.00,0.00
12707.54855,139,208.00,69.00,9.00,621.00,36857155.00,0.00
70111.06583,67,123.20,56.20,11.00,618.20,36857155.00,0.00
91128.90038,62,165.00,103.00,6.00,618.00,36857155.00,0.00
68332.61741,4,81.00,77.00,8.00,616.00,36857155.00,0.00
40362.31439,1,15.60,14.60,42.00,613.20,36857155.00,0.00
91715.26174,172,240.00,68.00,9.00,612.00,36857155.00,0.00
43920.82602,8,32.40,24.40,25.00,610.00,36857155.00,0.00
23332.87361,129,205.20,76.20,8.00,609.60,36857155.00,0.00
32381.69299,43,98.40,55.40,11.00,609.40,36857155.00,0.00
34390.00277,471,592.80,121.80,5.00,609.00,36857155.00,0.00
61949.22183,67,102.60,35.60,17.00,605.20,36857155.00,0.00
59822.64397,8,54.40,46.40,13.00,603.20,36857155.00,0.00
93675.6505,8,54.40,46.40,13.00,603.20,36857155.00,0.00
3513.799268,33,108.00,75.00,8.00,600.00,36857155.00,0.00
7222.37229,10,85.00,75.00,8.00,600.00,36857155.00,0.00
38388.46865,66,185.00,119.00,5.00,595.00,36857155.00,0.00
69878.49921,38,123.00,85.00,7.00,595.00,36857155.00,0.00
60353.48769,258,283.80,25.80,23.00,593.40,36857155.00,0.00
45418.91071,157,215.60,58.60,10.00,586.00,36857155.00,0.00
82555.758,62,145.20,83.20,7.00,582.40,36857155.00,0.00
12419.57396,93,165.60,72.60,8.00,580.80,36857155.00,0.00
62008.62797,412,464.80,52.80,11.00,580.80,36857155.00,0.00
82235.37377,7,65.00,58.00,10.00,580.00,36857155.00,0.00
91961.60577,180,262.80,82.80,7.00,579.60,36857155.00,0.00
2753.120319,42,65.00,23.00,25.00,575.00,36857155.00,0.00
26362.66432,8,25.20,17.20,33.00,567.60,36857155.00,0.00
95354.15986,29,110.00,81.00,7.00,567.00,36857155.00,0.00
47774.47444,5,36.40,31.40,18.00,565.20,36857155.00,0.00
34784.80383,7,18.00,11.00,51.00,561.00,36857155.00,0.00
52913.96599,194,286.80,92.80,6.00,556.80,36857155.00,0.00
49840.64111,7,22.00,15.00,37.00,555.00,36857155.00,0.00
89743.47696,4,25.20,21.20,26.00,551.20,36857155.00,0.00
55607.84764,1,14.40,13.40,41.00,549.40,36857155.00,0.00
87198.89708,14,21.60,7.60,72.00,547.20,36857155.00,0.00
62578.56097,27,117.60,90.60,6.00,543.60,36857155.00,0.00
28119.91436,166,243.00,77.00,7.00,539.00,36857155.00,0.00
98043.10893,27,103.60,76.60,7.00,536.20,36857155.00,0.00
86637.3065,9,15.60,6.60,81.00,534.60,36857155.00,0.00
40644.05282,8,67.20,59.20,9.00,532.80,36857155.00,0.00
49341.73825,244,350.40,106.40,5.00,532.00,36857155.00,0.00
5565.194267,39,127.60,88.60,6.00,531.60,36857155.00,0.00
21901.57739,11,99.00,88.00,6.00,528.00,36857155.00,0.00
98378.27555,17,92.40,75.40,7.00,527.80,36857155.00,0.00
97384.75969,12,70.00,58.00,9.00,522.00,36857155.00,0.00
99727.35474,10,74.80,64.80,8.00,518.40,36857155.00,0.00
64582.05918,51,70.00,19.00,27.00,513.00,36857155.00,0.00
82709.24091,244,268.40,24.40,21.00,512.40,36857155.00,0.00
82987.78397,2,25.00,23.00,22.00,506.00,36857155.00,0.00
28439.44014,3,32.40,29.40,17.00,499.80,36857155.00,0.00
336.8691995,1,14.00,13.00,38.00,494.00,36857155.00,0.00
32876.00356,832,902.40,70.40,7.00,492.80,36857155.00,0.00
43950.98135,14,20.40,6.40,77.00,492.80,36857155.00,0.00
82599.30915,63,145.00,82.00,6.00,492.00,36857155.00,0.00
36916.6025,11,16.00,5.00,98.00,490.00,36857155.00,0.00
14077.96811,11,15.60,4.60,106.00,487.60,36857155.00,0.00
82812.70332,70,110.40,40.40,12.00,484.80,36857155.00,0.00
97205.91371,125,205.20,80.20,6.00,481.20,36857155.00,0.00
36565.19569,2,39.00,37.00,13.00,481.00,36857155.00,0.00
19739.63902,3,22.00,19.00,25.00,475.00,36857155.00,0.00
31126.68106,42,78.40,36.40,13.00,473.20,36857155.00,0.00
20167.09523,31,57.20,26.20,18.00,471.60,36857155.00,0.00
20920.7648,0,12.00,12.00,39.00,468.00,36857155.00,0.00
85710.85199,86,162.80,76.80,6.00,460.80,36857155.00,0.00
96750.54531,1272,1337.60,65.60,7.00,459.20,36857155.00,0.00
20509.28596,109,147.00,38.00,12.00,456.00,36857155.00,0.00
41610.36305,16,66.60,50.60,9.00,455.40,36857155.00,0.00
13083.50333,10,75.00,65.00,7.00,455.00,36857155.00,0.00
54983.43548,18,59.20,41.20,11.00,453.20,36857155.00,0.00
21448.01887,2,21.60,19.60,23.00,450.80,36857155.00,0.00
48763.90015,21,51.00,30.00,15.00,450.00,36857155.00,0.00
13825.92566,11,32.40,21.40,21.00,449.40,36857155.00,0.00
72252.52323,42,73.80,31.80,14.00,445.20,36857155.00,0.00
48155.2649,5,45.00,40.00,11.00,440.00,36857155.00,0.00
18407.77463,10,58.80,48.80,9.00,439.20,36857155.00,0.00
78905.07537,10,58.80,48.80,9.00,439.20,36857155.00,0.00
19715.918,3,22.00,19.00,23.00,437.00,36857155.00,0.00
73714.04524,321,340.80,19.80,22.00,435.60,36857155.00,0.00
14522.11341,13,74.80,61.80,7.00,432.60,36857155.00,0.00
26059.3633,17,78.40,61.40,7.00,429.80,36857155.00,0.00
66159.28149,64,111.60,47.60,9.00,428.40,36857155.00,0.00
66054.84358,4,39.60,35.60,12.00,427.20,36857155.00,0.00
84010.94264,16,22.00,6.00,71.00,426.00,36857155.00,0.00
22414.89462,42,57.20,15.20,28.00,425.60,36857155.00,0.00
90478.79893,34,51.00,17.00,25.00,425.00,36857155.00,0.00
5869.593443,9,25.20,16.20,26.00,421.20,36857155.00,0.00
21326.32163,0,22.00,22.00,19.00,418.00,36857155.00,0.00
26378.62985,5,46.80,41.80,10.00,418.00,36857155.00,0.00
97640.65862,36,105.60,69.60,6.00,417.60,36857155.00,0.00
35251.07142,13,45.00,32.00,13.00,416.00,36857155.00,0.00
16821.95714,15,49.20,34.20,12.00,410.40,36857155.00,0.00
55467.27121,15,49.20,34.20,12.00,410.40,36857155.00,0.00
80557.19668,15,46.40,31.40,13.00,408.20,36857155.00,0.00
54543.47579,177,245.00,68.00,6.00,408.00,36857155.00,0.00
74532.16,136,204.00,68.00,6.00,408.00,36857155.00,0.00
783.9037727,8,22.00,14.00,29.00,406.00,36857155.00,0.00
2838.435689,12,31.20,19.20,21.00,403.20,36857155.00,0.00
34316.69162,489,525.60,36.60,11.00,402.60,36857155.00,0.00
76404.29028,91,127.20,36.20,11.00,398.20,36857155.00,0.00
71657.17638,371,436.80,65.80,6.00,394.80,36857155.00,0.00
76184.56936,8,40.80,32.80,12.00,393.60,36857155.00,0.00
65445.767,14,63.00,49.00,8.00,392.00,36857155.00,0.00
95729.65877,7,22.00,15.00,26.00,390.00,36857155.00,0.00
59233.22299,20,75.60,55.60,7.00,389.20,36857155.00,0.00
92457.86557,2,8.00,6.00,64.00,384.00,36857155.00,0.00
28524.55907,150,213.60,63.60,6.00,381.60,36857155.00,0.00
5065.188283,47,85.00,38.00,10.00,380.00,36857155.00,0.00
18814.27596,7,61.20,54.20,7.00,379.40,36857155.00,0.00
41123.51408,0,22.00,22.00,17.00,374.00,36857155.00,0.00
26425.65326,25,99.00,74.00,5.00,370.00,36857155.00,0.00
59404.98731,22,63.00,41.00,9.00,369.00,36857155.00,0.00
32713.08559,2,25.00,23.00,16.00,368.00,36857155.00,0.00
2669.177997,125,137.20,12.20,30.00,366.00,36857155.00,0.00
8303.918527,339,379.20,40.20,9.00,361.80,36857155.00,0.00
55477.94926,14,58.80,44.80,8.00,358.40,36857155.00,0.00
84694.08252,144,195.20,51.20,7.00,358.40,36857155.00,0.00
13514.24028,1,6.00,5.00,71.00,355.00,36857155.00,0.00
38645.52128,14,15.00,1.00,354.00,354.00,36857155.00,0.00
35470.91724,15,44.40,29.40,12.00,352.80,36857155.00,0.00
82265.2851,33,91.20,58.20,6.00,349.20,36857155.00,0.00
36230.00449,87,156.00,69.00,5.00,345.00,36857155.00,0.00
24760.86271,180,193.20,13.20,26.00,343.20,36857155.00,0.00
94413.99111,4,22.00,18.00,19.00,342.00,36857155.00,0.00
54367.23601,17,32.40,15.40,22.00,338.80,36857155.00,0.00
93388.69442,11,39.00,28.00,12.00,336.00,36857155.00,0.00
43416.42237,12,15.00,3.00,111.00,333.00,36857155.00,0.00
44766.43608,345,386.40,41.40,8.00,331.20,36857155.00,0.00
54527.61791,41,88.20,47.20,7.00,330.40,36857155.00,0.00
84047.34263,10,57.20,47.20,7.00,330.40,36857155.00,0.00
10364.08644,50,65.00,15.00,22.00,330.00,36857155.00,0.00
62332.91036,34,45.00,11.00,30.00,330.00,36857155.00,0.00
63748.76854,8,17.40,9.40,35.00,329.00,36857155.00,0.00
8392.581071,38,92.40,54.40,6.00,326.40,36857155.00,0.00
32339.82367,6,25.00,19.00,17.00,323.00,36857155.00,0.00
52870.46568,5,22.00,17.00,19.00,323.00,36857155.00,0.00
97265.62288,1,15.00,14.00,23.00,322.00,36857155.00,0.00
76231.03342,23,39.00,16.00,20.00,320.00,36857155.00,0.00
82534.17776,24,50.40,26.40,12.00,316.80,36857155.00,0.00
9166.740085,33,52.80,19.80,16.00,316.80,36857155.00,0.00
42600.17895,63,75.60,12.60,25.00,315.00,36857155.00,0.00
13566.6382,48,82.80,34.80,9.00,313.20,36857155.00,0.00
43094.78882,157,219.60,62.60,5.00,313.00,36857155.00,0.00
20079.17189,1,14.00,13.00,24.00,312.00,36857155.00,0.00
41592.17978,1,6.00,5.00,62.00,310.00,36857155.00,0.00
4141.507253,1,12.00,11.00,28.00,308.00,36857155.00,0.00
79546.86262,52,73.80,21.80,14.00,305.20,36857155.00,0.00
37474.06144,57,117.60,60.60,5.00,303.00,36857155.00,0.00
26376.72145,57,66.60,9.60,31.00,297.60,36857155.00,0.00
89304.32349,4,28.80,24.80,12.00,297.60,36857155.00,0.00
45713.31833,12,39.00,27.00,11.00,297.00,36857155.00,0.00
56366.72822,3,6.00,3.00,99.00,297.00,36857155.00,0.00
99645.52245,34,45.00,11.00,27.00,297.00,36857155.00,0.00
79018.36345,8,57.20,49.20,6.00,295.20,36857155.00,0.00
88000.72498,2,28.80,26.80,11.00,294.80,36857155.00,0.00
91054.88135,11283,11312.40,29.40,10.00,294.00,36857155.00,0.00
9530.401133,8,14.00,6.00,49.00,294.00,36857155.00,0.00
43162.74144,86,110.40,24.40,12.00,292.80,36857155.00,0.00
76699.4284,10,36.40,26.40,11.00,290.40,36857155.00,0.00
99367.07905,9,21.60,12.60,23.00,289.80,36857155.00,0.00
16643.79319,13,61.20,48.20,6.00,289.20,36857155.00,0.00
57475.61525,31,57.20,26.20,11.00,288.20,36857155.00,0.00
30107.5998,29,65.00,36.00,8.00,288.00,36857155.00,0.00
4089.249082,2,14.00,12.00,24.00,288.00,36857155.00,0.00
57014.25897,4,16.00,12.00,24.00,288.00,36857155.00,0.00
36471.18527,41,69.60,28.60,10.00,286.00,36857155.00,0.00
14287.91251,13,70.00,57.00,5.00,285.00,36857155.00,0.00
67144.68233,10,25.00,15.00,19.00,285.00,36857155.00,0.00
26394.89998,99,146.40,47.40,6.00,284.40,36857155.00,0.00
75533.75393,11,14.00,3.00,94.00,282.00,36857155.00,0.00
98053.03428,20,22.00,2.00,139.00,278.00,36857155.00,0.00
14387.29467,10,40.80,30.80,9.00,277.20,36857155.00,0.00
61807.91734,2,14.00,12.00,23.00,276.00,36857155.00,0.00
95331.43224,13,18.00,5.00,54.00,270.00,36857155.00,0.00
10654.13136,20,46.80,26.80,10.00,268.00,36857155.00,0.00
22099.88081,14,40.80,26.80,10.00,268.00,36857155.00,0.00
39928.92215,66,104.00,38.00,7.00,266.00,36857155.00,0.00
11568.84245,13,57.20,44.20,6.00,265.20,36857155.00,0.00
20232.45783,15,44.40,29.40,9.00,264.60,36857155.00,0.00
80866.55668,6,39.00,33.00,8.00,264.00,36857155.00,0.00
50611.65194,149,201.60,52.60,5.00,263.00,36857155.00,0.00
15199.53512,1,14.00,13.00,20.00,260.00,36857155.00,0.00
46724.82287,18,70.00,52.00,5.00,260.00,36857155.00,0.00
63390.61541,23,74.80,51.80,5.00,259.00,36857155.00,0.00
48256.78768,22,65.00,43.00,6.00,258.00,36857155.00,0.00
86267.46835,10,46.80,36.80,7.00,257.60,36857155.00,0.00
47546.81561,44,75.60,31.60,8.00,252.80,36857155.00,0.00
50888.71464,1,21.60,20.60,12.00,247.20,36857155.00,0.00
92433.65716,4,45.00,41.00,6.00,246.00,36857155.00,0.00
34071.13627,2,9.00,7.00,35.00,245.00,36857155.00,0.00
31911.81543,3,18.00,15.00,16.00,240.00,36857155.00,0.00
38508.48056,2,12.00,10.00,24.00,240.00,36857155.00,0.00
46476.69875,15,25.00,10.00,24.00,240.00,36857155.00,0.00
58730.32383,3,27.00,24.00,10.00,240.00,36857155.00,0.00
79282.39564,120,136.00,16.00,15.00,240.00,36857155.00,0.00
84554.93203,2,18.00,16.00,15.00,240.00,36857155.00,0.00
29174.32198,1,8.00,7.00,34.00,238.00,36857155.00,0.00
82832.34393,168,194.40,26.40,9.00,237.60,36857155.00,0.00
84269.57277,6,32.40,26.40,9.00,237.60,36857155.00,0.00
57581.14754,83,122.40,39.40,6.00,236.40,36857155.00,0.00
14959.28489,3,10.80,7.80,30.00,234.00,36857155.00,0.00
76115.21441,9,22.00,13.00,18.00,234.00,36857155.00,0.00
19029.92505,5,15.60,10.60,22.00,233.20,36857155.00,0.00
1610.023411,3,28.80,25.80,9.00,232.20,36857155.00,0.00
46840.29979,5,12.00,7.00,33.00,231.00,36857155.00,0.00
18282.02917,4,27.00,23.00,10.00,230.00,36857155.00,0.00
89604.23049,13,41.60,28.60,8.00,228.80,36857155.00,0.00
55973.83445,17,39.60,22.60,10.00,226.00,36857155.00,0.00
68540.27611,17,39.60,22.60,10.00,226.00,36857155.00,0.00
71481.31066,175,207.00,32.00,7.00,224.00,36857155.00,0.00
71000.67199,40,50.40,10.40,21.00,218.40,36857155.00,0.00
34117.21829,18,61.20,43.20,5.00,216.00,36857155.00,0.00
4614.838536,9,30.60,21.60,10.00,216.00,36857155.00,0.00
472.5036415,10,40.80,30.80,7.00,215.60,36857155.00,0.00
66104.14713,11,30.60,19.60,11.00,215.60,36857155.00,0.00
17330.33273,11,46.80,35.80,6.00,214.80,36857155.00,0.00
70828.31315,11,34.80,23.80,9.00,214.20,36857155.00,0.00
93725.9732,140,151.20,11.20,19.00,212.80,36857155.00,0.00
58091.45501,24,59.40,35.40,6.00,212.40,36857155.00,0.00
36888.23023,1,8.00,7.00,30.00,210.00,36857155.00,0.00
14082.8658,24,58.80,34.80,6.00,208.80,36857155.00,0.00
13316.33142,4,12.00,8.00,26.00,208.00,36857155.00,0.00
36559.455,22,45.00,23.00,9.00,207.00,36857155.00,0.00
62669.72857,130,148.80,18.80,11.00,206.80,36857155.00,0.00
49843.96956,651,669.60,18.60,11.00,204.60,36857155.00,0.00
30410.16398,2,31.20,29.20,7.00,204.40,36857155.00,0.00
63597.9838,28,57.20,29.20,7.00,204.40,36857155.00,0.00
33392.71067,8,25.00,17.00,12.00,204.00,36857155.00,0.00
43977.12847,11,45.00,34.00,6.00,204.00,36857155.00,0.00
54644.76441,22,39.00,17.00,12.00,204.00,36857155.00,0.00
57978.83457,134,145.20,11.20,18.00,201.60,36857155.00,0.00
4154.608702,137,170.40,33.40,6.00,200.40,36857155.00,0.00
1438.094411,5,45.00,40.00,5.00,200.00,36857155.00,0.00
73991.93826,3,25.00,22.00,9.00,198.00,36857155.00,0.00
1390.773049,16,37.80,21.80,9.00,196.20,36857155.00,0.00
45624.17289,56,75.60,19.60,10.00,196.00,36857155.00,0.00
69987.86978,11,15.00,4.00,49.00,196.00,36857155.00,0.00
2813.969934,11,19.80,8.80,22.00,193.60,36857155.00,0.00
51278.72571,4,21.60,17.60,11.00,193.60,36857155.00,0.00
43037.22453,4,25.20,21.20,9.00,190.80,36857155.00,0.00
73648.21102,2,12.00,10.00,19.00,190.00,36857155.00,0.00
3420.153399,171,198.00,27.00,7.00,189.00,36857155.00,0.00
59196.26073,18,30.60,12.60,15.00,189.00,36857155.00,0.00
76649.33972,5,36.40,31.40,6.00,188.40,36857155.00,0.00
35267.43038,8,28.80,20.80,9.00,187.20,36857155.00,0.00
76164.66068,2,8.00,6.00,31.00,186.00,36857155.00,0.00
93158.66933,11,25.00,14.00,13.00,182.00,36857155.00,0.00
9503.436666,27,57.20,30.20,6.00,181.20,36857155.00,0.00
58947.41564,16,18.00,2.00,90.00,180.00,36857155.00,0.00
36637.88988,6,31.20,25.20,7.00,176.40,36857155.00,0.00
21977.15266,10,45.00,35.00,5.00,175.00,36857155.00,0.00
