SKU ,Std. Price ($),On-Hand Stock ($),Inventory in units on-hand,"APU
(units)",Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,June,July,August,September,Demand for the whole year,APU Trend,S-OTD,Demand variability (COV),Lead Time (days)
91096, 84 ,15171.38398, 180 ,406,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,3897.6,-0.20,1,0.71,16
44289, 12 ,521.1056187, 42 ,268,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,3859.2,0.20,0.72,0.68,5
72882, 10 ,5293.471979, 555 ,462,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,0.20,0.97,1.85,16
15226, 11 ,1246.073019, 112 ,82,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,393.6,-0.60,0.95,1.15,35
34317, 11 ,5188.793289, 489 ,438,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,6307.2,0.20,1,0.84,31
74311, 11 ,5183.496, 484 ,446,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,4281.6,-0.20,1,0.99,26
32872, 10 ,6061.574943, 578 ,446,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,356.8,4281.6,-0.20,1,0.99,31
49342, 5 ,1254.750498, 244 ,584,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,4204.8,-0.40,0.82,0.25,26
98708, 6 ,514.8482777, 86 ,542,813,813,813,813,813,813,813,813,813,813,813,813,9756.0,0.50,0.97,0.65,5
39272, 12 ,1619.120467, 140 ,414,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,3974.4,-0.20,0.95,0.58,16
8304, 9 ,3079.766832, 339 ,632,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,4550.4,-0.40,0.88,0.75,16
82029, 7 ,961.4522818, 144 ,462,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,0.20,0.96,1.22,5
90982, 20 ,4015.472452, 200 ,510,765,765,765,765,765,765,765,765,765,765,765,765,9180.0,0.50,1,0.88,11
36031, 40 ,19967.48796, 495 ,510,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,13464.0,1.20,1,0.64,38
18963, 9 ,1120.116171, 126 ,672,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,7257.6,-0.10,1,1.08,5
46597, 6 ,1259.818177, 226 ,162,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,4276.8,1.20,0.75,1.72,16
1259, 6 ,1391.757873, 218 ,398,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,8596.8,0.80,1,0.59,16
79319, 13 ,12940.09838," 1,028 ",364,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,3494.4,-0.20,1,0.94,72
766, 11 ,4825.206961, 430 ,608,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,10214.4,0.40,1,0.59,27
43810, 9 ,3673.244104, 412 ,308,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,0.80,1,0.88,35
52377, 46 ,29380.11542, 641 ,656,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,17318.4,1.20,0.76,0.89,27
4472, 190 ,17811.23473, 94 ,74,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,1243.2,0.40,0.9,1.13,29
8381, 11 ,9495.4744, 845 ,316,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,5308.8,0.40,0.81,1.26,51
32887, 7 ,7288.89079, 983 ,478,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,3441.6,-0.40,1,0.91,51
50455, 15 ,7663.474033, 513 ,332,498,498,498,498,498,498,498,498,498,498,498,498,5976.0,0.50,1,1.23,31
21988, 58 ,8678.586344, 151 ,324,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,1555.2,-0.60,1,0.74,16
4774, 7 ,946.1307526, 136 ,574,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,8265.6,0.20,0.96,0.5,8
17857, 6 ,2937.46987, 472 ,276,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,5961.6,0.80,1,1.27,31
56038, 6 ,4398.616607, 713 ,574,861,861,861,861,861,861,861,861,861,861,861,861,10332.0,0.50,1,0.62,41
13693, 8 ,6088.881084, 720 ,688,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,18163.2,1.20,0.88,1.17,21
43315, 14 ,9231.387874, 658 ,372,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,6249.6,0.40,1,0.67,62
86385, 20 ,4422.398461, 218 ,550,990,990,990,990,990,990,990,990,990,990,990,990,11880.0,0.80,0.96,0.81,12
17358, 16 ,5440.842019, 336 ,526,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,10099.2,0.60,1,0.51,29
52906, 9 ,1345.294629, 148 ,154,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,1478.4,-0.20,1,0.76,35
56142, 6 ,2972.031715, 491 ,356,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,3417.6,-0.20,1,0.95,32
5763, 19 ,3444.258589, 180 ,1190,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,19992.0,0.40,0.88,1.92,2
80969, 85 ,45584.20579, 536 ,584,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,11212.8,0.60,0.82,0.42,51
84472, 45 ,2452.079053, 55 ,874,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,6292.8,-0.40,1,0.52,3
46978, 86 ,30222.19162, 351 ,656,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,14169.6,0.80,0.92,0.48,28
1195, 14 ,4540.206124, 333 ,446,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,9633.6,0.80,0.92,0.59,29
28952, 6 ,1166.06424, 185 ,608,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,4377.6,-0.40,0.91,1.04,8
26416, 14 ,1039.013815, 76 ,704,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,5068.8,-0.40,0.95,0.61,5
75570, 84 ,30549.65978, 365 ,446,669,669,669,669,669,669,669,669,669,669,669,669,8028.0,0.50,1,0.81,26
7177, 7 ,2645.693625, 364 ,494,741,741,741,741,741,741,741,741,741,741,741,741,8892.0,0.50,1,0.77,21
40990, 5 ,1218.223814, 243 ,640,384,384,384,384,384,384,384,384,384,384,384,384,4608.0,-0.40,0.95,0.46,18
62848, 8 ,569.4322477, 75 ,372,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,9820.8,1.20,0.87,0.91,5
66926, 15 ,4375.972194, 294 ,608,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,18240.0,1.50,0.97,0.53,21
95968, 7 ,1347.137327, 191 ,542,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,3902.4,-0.40,0.86,0.36,21
57355, 14 ,7359.335291, 522 ,728,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,5241.6,-0.40,0.97,0.57,29
23115, 5 ,1120.494553, 223 ,592,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,15628.8,1.20,0.91,0.45,18
94453, 12 ,3909.566745, 335 ,704,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,18585.6,1.20,1,0.37,27
44607, 141 ,40432.18895, 287 ,672,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,17740.8,1.20,0.97,0.34,32
2395, 11 ,3982.288453, 379 ,736,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,22080.0,1.50,1,0.69,17
63570, 11 ,8074.505623, 731 ,736,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,19430.4,1.20,1,0.69,33
66246, 39 ,13286.32091, 344 ,736,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,10598.4,0.20,0.98,0.69,17
23411, 8 ,3291.464971, 391 ,736,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,3532.8,-0.60,0.99,0.69,17
76066, 19 ,3754.393844, 197 ,632,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,2275.2,-0.70,0.94,0.45,16
43620, 6 ,1669.47475, 276 ,664,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,14342.4,0.80,0.95,0.4,23
2547, 138 ,468770.2593," 3,393 ",760,684,684,684,684,684,684,684,684,684,684,684,684,8208.0,-0.10,0.87,1.39,83
81938, 9 ,1457.65327, 156 ,1004,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,7228.8,-0.40,0.98,0.88,5
42912, 6 ,744.5790363, 116 ,744,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,5356.8,-0.40,1,0.41,6
33553, 73 ,21243.10862, 290 ,752,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,3609.6,-0.60,0.99,0.25,38
39789, 10 ,2813.912222, 293 ,688,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,9907.2,0.20,1,0.42,21
91223, 30 ,49157.52094," 1,644 ",786,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,7545.6,-0.20,0.99,0.47,108
52640, 7 ,719.8258374, 96 ,624,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,16473.6,1.20,1,0.54,5
5462, 7 ,10193.4044," 1,427 ",818,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,24540.0,1.50,1,0.37,88
55583, 15 ,1183.130115, 81 ,752,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,8121.6,-0.10,0.98,0.42,7
34575, 10 ,2580.969867, 256 ,220,484,484,484,484,484,484,484,484,484,484,484,484,5808.0,1.20,0.9,1.79,16
21393, 9 ,1674.41118, 196 ,1076,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,23241.6,0.80,1,1.04,5
1094, 17 ,12014.15321, 712 ,752,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,10828.8,0.20,0.95,1.06,22
12390, 138 ,335783.9298," 2,430 ",752,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,19852.8,1.20,1,1.06,79
49928, 5 ,2538.650295, 497 ,372,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,2678.4,-0.40,0.88,1.45,21
43049, 16 ,12418.64131, 775 ,1230,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,17712.0,0.20,1,1.03,15
93423, 8 ,1792.35015, 222 ,624,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,10483.2,0.40,1,0.58,16
56667, 31 ,3013.060486, 98 ,890,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,16020.0,0.50,0.82,0.51,5
12780, 9 ,9184.201151," 1,015 ",446,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,11774.4,1.20,0.97,1.8,31
88579, 6 ,855.5546722, 145 ,736,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,10598.4,0.20,1,0.69,5
90042, 6 ,7959.055947," 1,265 ",842,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,12124.8,0.20,0.96,0.6,51
56626, 16 ,7893.831834, 495 ,930,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,17856.0,0.60,1,0.43,28
87576, 10 ,1162.821822, 117 ,946,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,28380.0,1.50,0.89,0.37,8
19059, 13 ,1474.316518, 112 ,946,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,28380.0,1.50,0.87,0.37,8
63006, 14 ,1503.673372, 105 ,946,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,9081.6,-0.20,0.98,0.37,8
60353, 23 ,5944.444608, 258 ,946,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,3405.6,-0.70,0.95,0.37,17
7028, 6 ,10502.73698," 1,886 ",946,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,20433.6,0.80,0.98,0.37,93
89547, 30 ,7874.213785, 259 ,954,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,18316.8,0.60,0.96,0.38,17
15017, 10 ,9744.19941, 959 ,954,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,17172.0,0.50,0.97,0.4,52
62586, 20 ,6950.810597, 349 ,1068,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,3844.8,-0.70,0.93,0.72,11
17245, 7 ,4167.022466, 604 ,1052,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,27772.8,1.20,0.77,0.75,16
79960, 9 ,3179.269565, 352 ,1318,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,34795.2,1.20,0.77,1.61,4
16166, 8 ,2240.643151, 276 ,826,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,21806.4,1.20,0.77,1.6,5
98587, 9 ,15805.40864," 1,668 ",810,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,17496.0,0.80,0.77,1.5,33
12808, 11 ,10817.70649, 961 ,1278,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,18403.2,0.20,0.77,0.59,27
13858, 60 ,12972.8143, 218 ,74,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,1420.8,0.60,0.77,1.36,55
81553, 15 ,6335.20422, 435 ,898,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,3232.8,-0.70,0.77,0.68,16
36028, 17 ,1574.478609, 93 ,874,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,23073.6,1.20,0.77,0.45,6
11661, 17 ,21819.5967," 1,249 ",802,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,11548.8,0.20,0.77,0.7,51
98834, 13 ,6686.334012, 532 ,664,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,9561.6,0.20,0.77,2.52,8
93176, 19 ,10480.79261, 563 ,1092,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,32760.0,1.50,0.77,0.75,16
50322, 20 ,8102.839929, 404 ,300,660,660,660,660,660,660,660,660,660,660,660,660,7920.0,1.20,0.77,1.28,26
38534, 7 ,5541.105599, 787 ,1140,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,20520.0,0.50,0.77,0.67,21
97523, 8 ,5661.371187, 694 ,1100,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,29040.0,1.20,0.77,0.29,33
49417, 16 ,17631.08452," 1,116 ",1384,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,4982.4,-0.70,0.77,0.86,22
38055, 14 ,30232.62132," 2,222 ",592,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,6393.6,-0.10,0.77,1.01,88
25215, 9 ,1004.175373, 113 ,1206,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,4341.6,-0.70,0.77,0.42,5
4641, 13 ,13945.26837," 1,070 ",1326,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,19094.4,0.20,0.77,0.66,27
62360, 20 ,14047.6442, 703 ,1884,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,49737.6,1.20,0.77,0.8,11
51528, 6 ,5467.024393, 858 ,1294,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,18633.6,0.20,0.77,0.39,28
64160, 16 ,16928.51251," 1,063 ",826,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,5947.2,-0.40,0.77,0.56,50
84043, 6 ,1133.097373, 205 ,406,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,6820.8,0.40,0.77,0.53,21
30904, 29 ,21004.87293, 730 ,1140,342,342,342,342,342,342,342,342,342,342,342,342,4104.0,-0.70,0.77,0.41,33
85805, 11 ,18500.12992," 1,693 ",810,486,486,486,486,486,486,486,486,486,486,486,486,5832.0,-0.40,0.77,1.54,33
58084, 5 ,3767.551668, 727 ,728,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,13104.0,0.50,0.77,0.69,28
27446, 5 ,8410.622322," 1,608 ",954,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,4579.2,-0.60,0.77,0.62,51
90388, 9 ,1063.510925, 122 ,1488,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,5356.8,-0.70,0.77,0.33,5
41042, 8 ,5556.830569, 712 ,1166,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,34980.0,1.50,0.77,0.58,21
70466, 85 ,68393.33472, 803 ,972,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,20995.2,0.80,0.77,0.62,32
62012, 7 ,5865.216565, 842 ,1772,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,38275.2,0.80,0.77,0.58,16
41888, 11 ,2255.741453, 209 ,1730,692,692,692,692,692,692,692,692,692,692,692,692,8304.0,-0.60,0.77,0.48,5
3243, 19 ,27187.19624," 1,442 ",1376,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,19814.4,0.20,0.77,0.41,52
43782, 6 ,1605.526522, 253 ,1262,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,13629.6,-0.10,0.77,0.59,8
8995, 10 ,17775.29916," 1,758 ",1682,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,8073.6,-0.60,0.77,0.34,53
43160, 6 ,1203.41712, 191 ,1408,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,37171.2,1.20,0.77,0.24,6
23853, 16 ,28600.69046," 1,777 ",1156,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,24969.6,0.80,0.77,1.46,26
67476, 6 ,4657.461559, 844 ,1318,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,9489.6,-0.40,0.77,0.56,21
53961, 7 ,7160.414912," 1,065 ",1884,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,56520.0,1.50,0.77,0.73,16
82197, 10 ,9914.222455," 1,018 ",850,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,22440.0,1.20,0.77,1.07,26
88372, 12 ,12859.21163," 1,108 ",1116,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,24105.6,0.80,0.77,1.12,21
58114, 7 ,7036.659497, 956 ,2144,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,30873.6,0.20,0.77,0.49,17
54422, 10 ,14619.68788," 1,492 ",2144,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,15436.8,-0.40,0.77,0.49,28
21539, 31 ,24582.03845, 804 ,2144,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,30873.6,0.20,0.77,0.49,17
58829, 7 ,6648.899508, 971 ,2144,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,23155.2,-0.10,0.77,0.49,17
12584, 6 ,7371.869619," 1,171 ",478,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,14340.0,1.50,0.77,0.85,61
87698, 6 ,5203.159575, 926 ,1554,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,46620.0,1.50,0.77,0.75,16
68145, 10 ,10832.09148," 1,076 ",1884,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,33912.0,0.50,0.77,0.56,21
21041, 7 ,14684.30781," 1,970 ",1610,966,966,966,966,966,966,966,966,966,966,966,966,11592.0,-0.40,0.77,0.4,53
2797, 19 ,34813.57259," 1,835 ",2330,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,16776.0,-0.40,0.77,0.25,52
281, 11 ,12543.42777," 1,107 ",1634,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,29412.0,0.50,0.77,0.36,34
92209, 7 ,12426.78458," 1,797 ",1730,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,24912.0,0.20,0.77,0.86,26
70689, 6 ,15733.68208," 2,513 ",1384,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,19929.6,0.20,0.77,0.55,62
74086, 5 ,6844.057473," 1,286 ",768,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,7372.8,-0.20,0.77,0.99,36
86600, 13 ,17410.16315," 1,368 ",2692,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,48456.0,0.50,0.77,0.71,16
67332, 91 ,99239.78428," 1,096 ",2054,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,34507.2,0.40,0.77,0.34,33
67487, 10 ,29003.96963," 2,778 ",1796,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,30172.8,0.40,0.77,0.5,62
49473, 8 ,8939.957476," 1,073 ",566,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,8829.6,0.30,0.77,2.11,22
38742, 8 ,5510.755484, 663 ,1400,560,560,560,560,560,560,560,560,560,560,560,560,6720.0,-0.60,0.77,0.97,11
71185, 21 ,46570.63236," 2,213 ",2532,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,66844.8,1.20,0.77,0.5,38
83637, 6 ,17809.1234," 2,954 ",2532,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,48614.4,0.60,0.77,0.5,42
8198, 5 ,14758.43229," 2,753 ",2532,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,27345.6,-0.10,0.77,0.5,38
72168, 20 ,19655.69964, 981 ,2418,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,40622.4,0.40,0.77,0.27,26
85993, 14 ,65624.83173," 4,845 ",2894,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,41673.6,0.20,0.77,0.35,88
18729, 13 ,29845.88037," 2,238 ",1690,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,44616.0,1.20,0.77,0.43,61
82525, 8 ,2539.600154, 321 ,2482,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,53611.2,0.80,0.77,0.49,5
61623, 14 ,19871.11925," 1,442 ",3064,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,22060.8,-0.40,0.77,0.28,28
68006, 7 ,4771.888079, 721 ,2264,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,48902.4,0.80,0.77,0.55,11
55871, 9 ,61222.8981," 6,500 ",1820,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,26208.0,0.20,0.77,1.28,66
3168, 8 ,35422.32621," 4,688 ",3032,7580,7580,7580,7580,7580,7580,7580,7580,7580,7580,7580,7580,90960.0,1.50,0.77,0.3,78
65377, 19 ,16197.45646, 846 ,3056,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,29337.6,-0.20,0.77,0.29,17
42177, 24 ,19900.82446, 824 ,3056,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,33004.8,-0.10,0.77,0.29,17
