sku ,standard_price,on_hand_stock_value,inventory_units_on_hand,average_monthly_usage,october_demand,november_demand,december_demand,january_demand,february_demand,march_demand,april_demand,may_demand,june_demand,july_demand,august_demand,september_demand,annual_demand,average_monthly_usage_trend,supplier_on_time_delivery,demand_variability_cov,lead_time_days
82028.90622,7,961.4522818,144,462,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,0.2,0.96,1.22,5
90981.63034,20,4015.472452,200,510,765,765,765,765,765,765,765,765,765,765,765,765,9180,0.5,1,0.88,11
36031.03594,40,19967.48796,495,510,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,13464,1.2,1,0.64,38
18962.5671,9,1120.116171,126,672,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,604.8,7257.6,-0.1,1,1.08,5
46597.28823,6,1259.818177,226,162,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,4276.8,1.2,0.75,1.72,16
1258.781429,6,1391.757873,218,398,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,8596.8,0.8,1,0.59,16
79318.69045,13,12940.09838,1028,364,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,3494.4,-0.2,1,0.94,72
766.3896251,11,4825.206961,430,608,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,851.2,10214.4,0.4,1,0.59,27
43809.86457,9,3673.244104,412,308,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,0.8,1,0.88,35
52376.6073,46,29380.11542,641,656,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,1443.2,17318.4,1.2,0.76,0.89,27
4472.452456,190,17811.23473,94,74,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,1243.2,0.4,0.9,1.13,29
8380.815604,11,9495.4744,845,316,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,442.4,5308.8,0.4,0.81,1.26,51
32887.30684,7,7288.89079,983,478,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,3441.6,-0.4,1,0.91,51
50454.54597,15,7663.474033,513,332,498,498,498,498,498,498,498,498,498,498,498,498,5976,0.5,1,1.23,31
21988.10598,58,8678.586344,151,324,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,1555.2,-0.6,1,0.74,16
4773.702864,7,946.1307526,136,574,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,688.8,8265.6,0.2,0.96,0.5,8
17856.66378,6,2937.46987,472,276,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,5961.6,0.8,1,1.27,31
56037.89845,6,4398.616607,713,574,861,861,861,861,861,861,861,861,861,861,861,861,10332,0.5,1,0.62,41
13693.42423,8,6088.881084,720,688,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,18163.2,1.2,0.88,1.17,21
43315.24026,14,9231.387874,658,372,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,6249.6,0.4,1,0.67,62
86385.28281,20,4422.398461,218,550,990,990,990,990,990,990,990,990,990,990,990,990,11880,0.8,0.96,0.81,12
17357.58358,16,5440.842019,336,526,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,841.6,10099.2,0.6,1,0.51,29
52905.99673,9,1345.294629,148,154,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,1478.4,-0.2,1,0.76,35
56141.93351,6,2972.031715,491,356,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,3417.6,-0.2,1,0.95,32
5762.614267,19,3444.258589,180,1190,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,19992,0.4,0.88,1.92,2
80969.10545,85,45584.20579,536,584,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,934.4,11212.8,0.6,0.82,0.42,51
84472.29913,45,2452.079053,55,874,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,6292.8,-0.4,1,0.52,3
46978.24183,86,30222.19162,351,656,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,1180.8,14169.6,0.8,0.92,0.48,28
1194.662959,14,4540.206124,333,446,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,802.8,9633.6,0.8,0.92,0.59,29
28952.46873,6,1166.06424,185,608,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,4377.6,-0.4,0.91,1.04,8
26415.88208,14,1039.013815,76,704,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,5068.8,-0.4,0.95,0.61,5
75569.60735,84,30549.65978,365,446,669,669,669,669,669,669,669,669,669,669,669,669,8028,0.5,1,0.81,26
7176.598732,7,2645.693625,364,494,741,741,741,741,741,741,741,741,741,741,741,741,8892,0.5,1,0.77,21
40989.98232,5,1218.223814,243,640,384,384,384,384,384,384,384,384,384,384,384,384,4608,-0.4,0.95,0.46,18
62848.09046,8,569.4322477,75,372,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,818.4,9820.8,1.2,0.87,0.91,5
66926.05819,15,4375.972194,294,608,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,18240,1.5,0.97,0.53,21
95967.6622,7,1347.137327,191,542,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,3902.4,-0.4,0.86,0.36,21
57354.62085,14,7359.335291,522,728,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,5241.6,-0.4,0.97,0.57,29
23114.85959,5,1120.494553,223,592,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,1302.4,15628.8,1.2,0.91,0.45,18
94452.9786,12,3909.566745,335,704,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,1548.8,18585.6,1.2,1,0.37,27
44607.35256,141,40432.18895,287,672,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,1478.4,17740.8,1.2,0.97,0.34,32
2394.595154,11,3982.288453,379,736,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,22080,1.5,1,0.69,17
63570.17856,11,8074.505623,731,736,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,1619.2,19430.4,1.2,1,0.69,33
66245.92726,39,13286.32091,344,736,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,10598.4,0.2,0.98,0.69,17
23411.41891,8,3291.464971,391,736,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,3532.8,-0.6,0.99,0.69,17
76066.21819,19,3754.393844,197,632,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,2275.2,-0.7,0.94,0.45,16
43619.56221,6,1669.47475,276,664,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,14342.4,0.8,0.95,0.4,23
2546.974632,138,468770.2593,3393,760,684,684,684,684,684,684,684,684,684,684,684,684,8208,-0.1,0.87,1.39,83
81938.12884,9,1457.65327,156,1004,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,602.4,7228.8,-0.4,0.98,0.88,5
42911.57872,6,744.5790363,116,744,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,5356.8,-0.4,1,0.41,6
33552.6275,73,21243.10862,290,752,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,300.8,3609.6,-0.6,0.99,0.25,38
39789.33265,10,2813.912222,293,688,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,825.6,9907.2,0.2,1,0.42,21
91222.74032,30,49157.52094,1644,786,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,628.8,7545.6,-0.2,0.99,0.47,108
52640.43787,7,719.8258374,96,624,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,16473.6,1.2,1,0.54,5
5461.554491,7,10193.4044,1427,818,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,24540,1.5,1,0.37,88
55583.32874,15,1183.130115,81,752,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,8121.6,-0.1,0.98,0.42,7
34575.36534,10,2580.969867,256,220,484,484,484,484,484,484,484,484,484,484,484,484,5808,1.2,0.9,1.79,16
21392.91957,9,1674.41118,196,1076,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,1936.8,23241.6,0.8,1,1.04,5
1093.566669,17,12014.15321,712,752,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,902.4,10828.8,0.2,0.95,1.06,22
12389.93222,138,335783.9298,2430,752,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,1654.4,19852.8,1.2,1,1.06,79
49928.21246,5,2538.650295,497,372,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,2678.4,-0.4,0.88,1.45,21
43049.36974,16,12418.64131,775,1230,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,17712,0.2,1,1.03,15
93423.30877,8,1792.35015,222,624,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,873.6,10483.2,0.4,1,0.58,16
56666.55127,31,3013.060486,98,890,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,16020,0.5,0.82,0.51,5
12779.51295,9,9184.201151,1015,446,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,981.2,11774.4,1.2,0.97,1.8,31
88578.74314,6,855.5546722,145,736,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,883.2,10598.4,0.2,1,0.69,5
90041.57909,6,7959.055947,1265,842,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,1010.4,12124.8,0.2,0.96,0.6,51
56625.98059,16,7893.831834,495,930,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,17856,0.6,1,0.43,28
87576.31826,10,1162.821822,117,946,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,28380,1.5,0.89,0.37,8
19058.81913,13,1474.316518,112,946,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,28380,1.5,0.87,0.37,8
63005.95015,14,1503.673372,105,946,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,9081.6,-0.2,0.98,0.37,8
60353.48769,23,5944.444608,258,946,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,283.8,3405.6,-0.7,0.95,0.37,17
7028.020895,6,10502.73698,1886,946,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,20433.6,0.8,0.98,0.37,93
89546.99097,30,7874.213785,259,954,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,1526.4,18316.8,0.6,0.96,0.38,17
15017.43446,10,9744.19941,959,954,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,17172,0.5,0.97,0.4,52
62585.84051,20,6950.810597,349,1068,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,3844.8,-0.7,0.93,0.72,11
17244.61854,7,4167.022466,604,1052,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,2314.4,27772.8,1.2,0.77,0.75,16
79960.39306,9,3179.269565,352,1318,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,2899.6,34795.2,1.2,0.77,1.61,4
16165.94128,8,2240.643151,276,826,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,1817.2,21806.4,1.2,0.77,1.6,5
98586.72215,9,15805.40864,1668,810,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,17496,0.8,0.77,1.5,33
12808.25974,11,10817.70649,961,1278,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,1533.6,18403.2,0.2,0.77,0.59,27
13857.98308,60,12972.8143,218,74,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,1420.8,0.6,0.77,1.36,55
81553.46788,15,6335.20422,435,898,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,3232.8,-0.7,0.77,0.68,16
36027.65259,17,1574.478609,93,874,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,1922.8,23073.6,1.2,0.77,0.45,6
11660.51327,17,21819.5967,1249,802,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,962.4,11548.8,0.2,0.77,0.7,51
98834.21824,13,6686.334012,532,664,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,9561.6,0.2,0.77,2.52,8
93176.32465,19,10480.79261,563,1092,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,32760,1.5,0.77,0.75,16
50321.69367,20,8102.839929,404,300,660,660,660,660,660,660,660,660,660,660,660,660,7920,1.2,0.77,1.28,26
38534.162,7,5541.105599,787,1140,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,20520,0.5,0.77,0.67,21
97523.24943,8,5661.371187,694,1100,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,29040,1.2,0.77,0.29,33
49417.42548,16,17631.08452,1116,1384,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,415.2,4982.4,-0.7,0.77,0.86,22
38055.38453,14,30232.62132,2222,592,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,532.8,6393.6,-0.1,0.77,1.01,88
25214.94662,9,1004.175373,113,1206,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,4341.6,-0.7,0.77,0.42,5
4640.63071,13,13945.26837,1070,1326,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,1591.2,19094.4,0.2,0.77,0.66,27
62360.0844,20,14047.6442,703,1884,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,4144.8,49737.6,1.2,0.77,0.8,11
51528.00533,6,5467.024393,858,1294,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,1552.8,18633.6,0.2,0.77,0.39,28
64160.20509,16,16928.51251,1063,826,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,495.6,5947.2,-0.4,0.77,0.56,50
84042.99035,6,1133.097373,205,406,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,6820.8,0.4,0.77,0.53,21
30904.28072,29,21004.87293,730,1140,342,342,342,342,342,342,342,342,342,342,342,342,4104,-0.7,0.77,0.41,33
85804.73815,11,18500.12992,1693,810,486,486,486,486,486,486,486,486,486,486,486,486,5832,-0.4,0.77,1.54,33
58083.65422,5,3767.551668,727,728,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,13104,0.5,0.77,0.69,28
27446.34606,5,8410.622322,1608,954,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,4579.2,-0.6,0.77,0.62,51
90388.28803,9,1063.510925,122,1488,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,5356.8,-0.7,0.77,0.33,5
41041.53084,8,5556.830569,712,1166,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,34980,1.5,0.77,0.58,21
70466.39833,85,68393.33472,803,972,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,1749.6,20995.2,0.8,0.77,0.62,32
62012.31696,7,5865.216565,842,1772,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,3189.6,38275.2,0.8,0.77,0.58,16
41888.4039,11,2255.741453,209,1730,692,692,692,692,692,692,692,692,692,692,692,692,8304,-0.6,0.77,0.48,5
3243.390147,19,27187.19624,1442,1376,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,1651.2,19814.4,0.2,0.77,0.41,52
43781.96218,6,1605.526522,253,1262,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,1135.8,13629.6,-0.1,0.77,0.59,8
8994.754483,10,17775.29916,1758,1682,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,672.8,8073.6,-0.6,0.77,0.34,53
43160.03555,6,1203.41712,191,1408,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,3097.6,37171.2,1.2,0.77,0.24,6
23852.51996,16,28600.69046,1777,1156,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,2080.8,24969.6,0.8,0.77,1.46,26
67475.8241,6,4657.461559,844,1318,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,9489.6,-0.4,0.77,0.56,21
53960.60565,7,7160.414912,1065,1884,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,56520,1.5,0.77,0.73,16
82197.08445,10,9914.222455,1018,850,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,22440,1.2,0.77,1.07,26
88372.4601,12,12859.21163,1108,1116,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,2008.8,24105.6,0.8,0.77,1.12,21
58114.46097,7,7036.659497,956,2144,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,30873.6,0.2,0.77,0.49,17
54421.73052,10,14619.68788,1492,2144,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,1286.4,15436.8,-0.4,0.77,0.49,28
21539.09202,31,24582.03845,804,2144,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,2572.8,30873.6,0.2,0.77,0.49,17
58828.96152,7,6648.899508,971,2144,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,1929.6,23155.2,-0.1,0.77,0.49,17
12583.73606,6,7371.869619,1171,478,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,14340,1.5,0.77,0.85,61
87697.91586,6,5203.159575,926,1554,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,46620,1.5,0.77,0.75,16
68144.5966,10,10832.09148,1076,1884,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,33912,0.5,0.77,0.56,21
21040.67907,7,14684.30781,1970,1610,966,966,966,966,966,966,966,966,966,966,966,966,11592,-0.4,0.77,0.4,53
2797.320736,19,34813.57259,1835,2330,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,16776,-0.4,0.77,0.25,52
280.7880631,11,12543.42777,1107,1634,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,29412,0.5,0.77,0.36,34
92208.60078,7,12426.78458,1797,1730,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,24912,0.2,0.77,0.86,26
70689.35104,6,15733.68208,2513,1384,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,1660.8,19929.6,0.2,0.77,0.55,62
74085.86797,5,6844.057473,1286,768,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,614.4,7372.8,-0.2,0.77,0.99,36
86600.20453,13,17410.16315,1368,2692,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,48456,0.5,0.77,0.71,16
67332.30068,91,99239.78428,1096,2054,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,2875.6,34507.2,0.4,0.77,0.34,33
67486.73281,10,29003.96963,2778,1796,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,2514.4,30172.8,0.4,0.77,0.5,62
49472.71625,8,8939.957476,1073,566,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,735.8,8829.6,0.3,0.77,2.11,22
38742.02771,8,5510.755484,663,1400,560,560,560,560,560,560,560,560,560,560,560,560,6720,-0.6,0.77,0.97,11
71185.22702,21,46570.63236,2213,2532,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,5570.4,66844.8,1.2,0.77,0.5,38
83637.23189,6,17809.1234,2954,2532,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,4051.2,48614.4,0.6,0.77,0.5,42
8198.375067,5,14758.43229,2753,2532,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,2278.8,27345.6,-0.1,0.77,0.5,38
72167.89241,20,19655.69964,981,2418,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,3385.2,40622.4,0.4,0.77,0.27,26
85993.0033,14,65624.83173,4845,2894,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,3472.8,41673.6,0.2,0.77,0.35,88
18728.79269,13,29845.88037,2238,1690,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,44616,1.2,0.77,0.43,61
82525.33971,8,2539.600154,321,2482,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,4467.6,53611.2,0.8,0.77,0.49,5
61623.30086,14,19871.11925,1442,3064,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,1838.4,22060.8,-0.4,0.77,0.28,28
68005.84706,7,4771.888079,721,2264,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,4075.2,48902.4,0.8,0.77,0.55,11
55870.75261,9,61222.8981,6500,1820,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,26208,0.2,0.77,1.28,66
3168.332644,8,35422.32621,4688,3032,7580,7580,7580,7580,7580,7580,7580,7580,7580,7580,7580,7580,90960,1.5,0.77,0.3,78
65377.15408,19,16197.45646,846,3056,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,2444.8,29337.6,-0.2,0.77,0.29,17
42177.39672,24,19900.82446,824,3056,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,2750.4,33004.8,-0.1,0.77,0.29,17
32538.50344,20,33735.1494,1709,2394,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,22982.4,-0.2,0.77,0.42,35
69248.1887,20,47340.23873,2398,2604,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,68745.6,1.2,0.77,0.59,35
90793.93472,31,53500.03261,1706,2588,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,37267.2,0.2,0.77,0.43,33
80283.87575,9,18475.1542,1978,2588,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,55900.8,0.8,0.77,0.76,22
62250.83184,39,201302.1371,5103,3986,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,38265.6,-0.2,0.77,0.51,57
12512.44766,8,4044.953396,533,4092,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,39283.2,-0.2,0.77,0.49,5
7137.726453,5,6440.202537,1223,2410,5302,5302,5302,5302,5302,5302,5302,5302,5302,5302,5302,5302,63624,1.2,0.77,0.33,22
3551.005172,7,6585.496991,1012,1780,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,38448,0.8,0.77,0.73,16
62977.65315,6,24267.20413,4289,2354,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,62145.6,1.2,0.77,0.71,51
30805.18253,6,7702.452549,1203,2644,6610,6610,6610,6610,6610,6610,6610,6610,6610,6610,6610,6610,79320,1.5,0.77,0.53,16
81765.22543,7,8262.204449,1180,2644,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,28555.2,-0.1,0.77,0.53,16
72201.46064,7,4209.984611,633,4034,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,58089.6,0.2,0.77,0.62,5
24000.84476,6,24412.63568,4110,2556,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,36806.4,0.2,0.77,0.57,53
92370.94968,5,13240.61641,2437,4084,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,14702.4,-0.7,0.77,1.2,11
34523.52836,14,35574.35437,2491,4278,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,128340,1.5,0.77,0.54,23
82315.40602,9,17484.46627,1903,3824,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,55065.6,0.2,0.77,0.22,30
